Date,Visitor,Visitor Score,Home Team,Home Score,Line
09/15/1984,Nevada-Las Vegas,28,New Mexico State,21, 
09/15/1984,Utah,21,Tennessee,27, 
09/15/1984,UTEP,2,San Diego State,51, 
09/15/1984,Vanderbilt,23,Maryland,14,6.5
09/15/1984,Virginia Military,7,Virginia,35, 
09/15/1984,Washington,20,Michigan,11,5.5
09/15/1984,Washington State,0,Ohio State,44,8.0
09/15/1984,Wichita State,7,Louisiana State,47, 
09/15/1984,Western Illinois,34,Southern Illinois,24, 
09/15/1984,Wisconsin,35,Missouri,34,7.5
09/15/1984,West Texas A+M,0,New Mexico,27, 
09/15/1984,West Virginia,14,Virginia Tech,7,-1.0
09/15/1984,Youngstown State,27,Cincinnati,23, 
09/22/1984,Air Force,17,Utah,28, 
09/22/1984,Arkansas State,19,Southern Illinois,0, 
09/22/1984,Arizona,26,Louisiana State,27,10.0
09/22/1984,Army,24,Tennessee,24,20.5
09/22/1984,Ball State,14,Washington State,16, 
09/22/1984,Baylor,15,Oklahoma,34,18.0
09/22/1984,Bowling Green,41,Miami-Ohio,10, 
09/22/1984,Brigham Young,18,Hawaii,13, 
09/22/1984,Cincinnati,7,Memphis,47,12.0
09/22/1984,The Citadel,3,Georgia Tech,48, 
09/22/1984,Clemson,23,Georgia,26,-4.0
09/22/1984,Colorado,14,Notre Dame,55,21.0
09/22/1984,Duke,0,South Carolina,21,8.0
09/22/1984,Eastern Illinois,17,Toledo,38, 
09/22/1984,Florida State,38,Miami-Florida,3,2.0
09/22/1984,Fullerton State,34,Colorado State,22, 
09/22/1984,Georgia Southern,27,East Carolina,34, 
09/22/1984,Houston,7,Washington,35,10.0
09/22/1984,Iowa State,17,Texas A+M,38,14.0
09/22/1984,Illinois State,7,Indiana State,19, 
09/22/1984,Indiana,37,Northwestern,40,3.0
09/22/1984,Iowa,26,Ohio State,45,3.0
09/22/1984,Kansas,6,Vanderbilt,41,9.5
09/22/1984,Kent State,10,Northern Illinois,24, 
09/22/1984,Kansas State,10,Texas Christian,42,6.0
09/22/1984,Kentucky,30,Tulane,26,-16.5
09/22/1984,Lamar,19,Rice,36, 
09/22/1984,Long Beach State,17,Fresno State,20, 
09/22/1984,Louisiana Tech,8,Mississippi,14, 
09/22/1984,McNeese State,24,West Texas A+M,7, 
09/22/1984,Michigan State,7,Illinois,40,6.5
09/22/1984,Maryland,20,West Virginia,17,9.5
09/22/1984,Minnesota,10,Purdue,34,15.5
09/22/1984,Mississippi State,30,Missouri,47,9.0
09/22/1984,North Carolina,20,Boston College,52,7.5
09/22/1984,Nebraska,42,U.C.L.A.,3,-10.0
09/22/1984,New Mexico State,28,Drake,35, 
09/22/1984,North Texas,6,S-M-U,24, 
09/22/1984,Ohio,16,Eastern Michigan,13, 
09/22/1984,Oregon,21,California,14,5.5
09/22/1984,Pacific,38,Northern Arizona,28, 
09/22/1984,Pittsburgh,12,Temple,13,-8.0
09/22/1984,Richmond,13,Virginia Tech,21, 
09/22/1984,Rutgers,19,Syracuse,0,7.5
09/22/1984,Southern Cal,6,Arizona State,3,-1.5
09/22/1984,San Diego State,16,Oklahoma State,19, 
09/22/1984,San Jose State,27,Stanford,28, 
09/22/1984,Southern Miss,12,Auburn,35,10.0
09/22/1984,UL-Lafayette,14,Alabama,37, 
09/22/1984,Texas Tech,24,New Mexico,29, 
09/22/1984,Tulsa,9,Arkansas,18,6.5
09/22/1984,Virginia,21,Navy,9,6.5
09/22/1984,Wake Forest,24,No Carolina State,15,3.5
09/22/1984,Wichita State,21,Nevada-Las Vegas,38, 
09/22/1984,Wisconsin,14,Michigan,20,7.0
09/22/1984,Western Michigan,19,Central Michigan,38, 
09/22/1984,William + Mary,18,Penn State,56, 
09/22/1984,Wyoming,14,Oregon State,41, 
09/29/1984,Arkansas State,21,Texas A+M,22, 
09/29/1984,Arizona State,28,Stanford,10,-2.0
09/29/1984,Ball State,15,Northern Illinois,14, 
09/29/1984,Baylor,18,Texas Tech,9,-2.0
09/29/1984,Cincinnati,15,Rutgers,43,16.0
09/29/1984,Clemson,21,Georgia Tech,28,-7.0
09/29/1984,Central Michigan,14,Kent State,10, 
09/29/1984,Central Missouri St,3,Indiana State,27, 
09/29/1984,Colorado State,10,Air Force,52, 
09/29/1984,Drake,0,Illinois State,28, 
09/29/1984,Duke,9,Army,13,4.0
09/29/1984,East Carolina,22,No Carolina State,31,3.0
09/29/1984,Eastern Michigan,27,Bowling Green,35, 
09/29/1984,Georgia,10,South Carolina,17,-5.5
09/29/1984,Illinois,16,Iowa,21,5.0
09/29/1984,Kansas,17,North Carolina,23,13.0
09/29/1984,Kansas State,6,Oklahoma,24,30.0
09/29/1984,Long Beach State,24,Arizona,31, 
09/29/1984,Louisville,30,Houston,28,25.0
09/29/1984,Louisiana State,23,Southern Cal,3,0.0
09/29/1984,Marshall,7,Western Michigan,42, 
09/29/1984,Miami-Ohio,7,Washington,53, 
09/29/1984,Michigan,14,Indiana,6,-23.0
09/29/1984,Mississippi State,12,Florida,27,14.0
09/29/1984,Navy,10,Arkansas,33,13.5
09/29/1984,Notre Dame,16,Missouri,14,-2.0
09/29/1984,Nebraska,9,Syracuse,17,-24.0
09/29/1984,New Mexico,34,UTEP,7, 
09/29/1984,New Mexico State,24,Fresno State,53, 
09/29/1984,Northwestern,16,Wisconsin,31,21.0
09/29/1984,Ohio State,35,Minnesota,22,-27.0
09/29/1984,Oklahoma State,31,Tulsa,7,-5.0
09/29/1984,Oregon State,22,Idaho,41, 
09/29/1984,Pacific,14,Oregon,30, 
09/29/1984,Penn State,3,Texas,28,1.5
09/29/1984,Purdue,13,Michigan State,10,1.0
09/29/1984,Rice,3,Miami-Florida,38,30.0
09/29/1984,Southern Illinois,27,S E Missouri St,16, 
09/29/1984,San Jose State,33,California,18, 
09/29/1984,Southern Miss,13,Memphis,23, 
09/29/1984,Texas Christian,17,S-M-U,26,9.0
09/29/1984,Temple,27,Florida State,44,21.0
09/29/1984,Tennessee,10,Auburn,29,11.5
09/29/1984,Toledo,16,Ohio,16, 
09/29/1984,Tulane,14,Mississippi,19,13.0
09/29/1984,U.C.L.A.,33,Colorado,16,-9.0
09/29/1984,Nevada-Las Vegas,12,Hawaii,16, 
09/29/1984,Utah,14,Wyoming,21, 
09/29/1984,Utah State,16,Fullerton State,27, 
09/29/1984,Vanderbilt,30,Alabama,21,6.5
09/29/1984,Virginia,26,Virginia Tech,23,9.0
09/29/1984,Wake Forest,17,Maryland,38,6.5
09/29/1984,West Texas A+M,0,Iowa State,14, 
09/29/1984,West Virginia,28,Pittsburgh,10,3.5
10/05/1984,New Mexico,14,Utah,38, 
10/05/1984,Tulsa,35,West Texas A+M,7, 
10/06/1984,Auburn,17,Mississippi,13,-10.0
10/06/1984,Bowling Green,6,Toledo,17, 
10/06/1984,Brigham Young,52,Colorado State,9, 
10/06/1984,California,19,Arizona State,14,15.0
10/06/1984,Central Michigan,16,Eastern Michigan,16, 
10/06/1984,Colorado,7,Missouri,52,23.0
10/06/1984,East Carolina,10,Pittsburgh,17,15.5
10/06/1984,Fresno State,15,Hawaii,27, 
10/06/1984,Florida State,17,Memphis,17,-11.0
10/06/1984,Fullerton State,41,Pacific,31, 
10/06/1984,Georgia,24,Alabama,14,1.0
10/06/1984,Harvard,11,Army,33,16.0
10/06/1984,Houston,27,Baylor,17,7.5
10/06/1984,Iowa State,14,Kansas,33,6.0
10/06/1984,Illinois State,34,Eastern Illinois,21, 
10/06/1984,Indiana,24,Minnesota,33,1.0
10/06/1984,Indiana State,34,Ball State,6, 
10/06/1984,Iowa,31,Northwestern,3,-16.5
10/06/1984,Kansas State,17,South Carolina,49,14.0
10/06/1984,Michigan State,19,Michigan,7,13.0
10/06/1984,Maryland,24,Penn State,25,7.0
10/06/1984,Miami-Florida,31,Notre Dame,13,0.0
10/06/1984,Miami-Ohio,19,Kent State,3, 
10/06/1984,Mississippi State,27,Southern Miss,18,0.0
10/06/1984,Navy,22,Air Force,29,11.5
10/06/1984,North Carolina,12,Clemson,20,14.0
10/06/1984,No Carolina State,27,Georgia Tech,22,14.5
10/06/1984,Northern Illinois,20,Western Michigan,15, 
10/06/1984,Northern Iowa,10,Southern Illinois,40, 
10/06/1984,Ohio State,23,Purdue,28,-8.0
10/06/1984,Oklahoma State,3,Nebraska,17,8.5
10/06/1984,Oregon,14,Arizona,28,8.5
10/06/1984,Rutgers,14,Kentucky,27,6.5
10/06/1984,Southern Cal,29,Washington State,27,-5.0
10/06/1984,San Diego State,21,Wyoming,0, 
10/06/1984,Stanford,23,U.C.L.A.,21,9.5
10/06/1984,Syracuse,0,Florida,16,12.0
10/06/1984,Texas Christian,32,Arkansas,31,3.5
10/06/1984,Temple,28,William + Mary,14, 
10/06/1984,Texas,38,Rice,13,-30.5
10/06/1984,Truman State,17,Drake,31, 
10/06/1984,Texas Tech,30,Texas A+M,12,8.0
10/06/1984,Tulane,27,Vanderbilt,23,14.5
10/06/1984,Nevada-Las Vegas,41,Long Beach State,23, 
10/06/1984,UTEP,16,New Mexico State,27, 
10/06/1984,Utah State,21,San Jose State,38, 
10/06/1984,Virginia,38,Duke,10,-3.0
10/06/1984,Virginia Tech,54,Virginia Military,7, 
10/06/1984,Washington,19,Oregon State,7,-21.0
10/06/1984,Wake Forest,29,Richmond,16, 
10/06/1984,Wichita State,3,UL-Lafayette,31, 
10/06/1984,Wisconsin,6,Illinois,22,3.0
10/06/1984,Western Kentucky,17,Louisville,45, 
10/12/1984,Abilene Christian,10,West Texas A+M,14, 
10/13/1984,Air Force,21,Notre Dame,7,10.0
10/13/1984,Army,7,Rutgers,14,7.5
10/13/1984,Auburn,42,Florida State,41,3.0
10/13/1984,California,6,Oregon State,9,-4.0
10/13/1984,Colorado State,16,New Mexico,10, 
10/13/1984,Drake,20,Western Illinois,37, 
10/13/1984,Duke,0,Virginia Tech,27,14.0
10/13/1984,East Carolina,20,Tulsa,31,7.0
10/13/1984,Eastern Michigan,10,Northern Illinois,10, 
10/13/1984,Florida,43,Tennessee,30,-7.0
10/13/1984,Georgia Tech,20,Virginia,20,-2.5
10/13/1984,Hawaii,24,UTEP,20, 
10/13/1984,Iowa State,21,Colorado,23,2.5
10/13/1984,Idaho State,20,Nevada-Las Vegas,33, 
10/13/1984,Illinois,38,Ohio State,45,6.5
10/13/1984,Indiana,6,Michigan State,13,13.5
10/13/1984,Indiana State,44,Louisville,21, 
10/13/1984,Iowa,40,Purdue,3,-4.0
10/13/1984,Kansas,7,Kansas State,24,-1.0
10/13/1984,Kent State,15,Ball State,10, 
10/13/1984,Kentucky,17,Mississippi State,13,-1.5
10/13/1984,Long Beach State,24,Utah State,22, 
10/13/1984,Lehigh,14,Navy,31, 
10/13/1984,Miami-Florida,49,Cincinnati,25,-24.0
10/13/1984,Minnesota,17,Wisconsin,14,18.0
10/13/1984,Mississippi,12,Georgia,18,7.5
10/13/1984,Missouri,23,Nebraska,33,10.5
10/13/1984,North Carolina,3,Wake Forest,14,-3.0
10/13/1984,No Carolina State,21,Maryland,44,8.0
10/13/1984,New Mexico State,7,Pacific,21, 
10/13/1984,Northwestern,0,Michigan,31,23.0
10/13/1984,Ohio,3,Central Michigan,35, 
10/13/1984,Oklahoma,15,Texas,15,1.0
10/13/1984,Penn State,0,Alabama,6,-2.0
10/13/1984,Pittsburgh,21,South Carolina,45,5.5
10/13/1984,Rice,24,Texas Christian,45,20.0
10/13/1984,Southern Cal,19,Oregon,9,-6.0
10/13/1984,Southern Illinois,48,Eastern Illinois,40, 
10/13/1984,San Jose State,12,Fullerton State,21, 
10/13/1984,Southern Miss,7,Tulane,35,0.0
10/13/1984,S-M-U,24,Baylor,20,-8.0
10/13/1984,UL-Lafayette,7,Memphis,20, 
10/13/1984,Syracuse,10,West Virginia,20,7.0
10/13/1984,Texas-Arlington,17,Wichita State,15, 
10/13/1984,Temple,10,Boston College,24,16.0
10/13/1984,Toledo,10,Miami-Ohio,7, 
10/13/1984,Texas Tech,0,Arkansas,24,8.0
10/13/1984,Texas A+M,7,Houston,9,3.5
10/13/1984,Utah,24,San Diego State,24, 
10/13/1984,Vanderbilt,27,Louisiana State,34,8.0
10/13/1984,Washington,37,Stanford,15,-8.5
10/13/1984,Washington State,24,U.C.L.A.,27,9.0
10/13/1984,Western Michigan,7,Bowling Green,34, 
10/13/1984,Wyoming,38,Brigham Young,41, 
10/19/1984,West Texas A+M,24,Southern Illinois,17, 
10/20/1984,Alabama,27,Tennessee,28,-1.0
10/20/1984,Arizona,14,Southern Cal,17,1.5
10/20/1984,Arkansas,18,Texas,24,10.0
10/20/1984,Baylor,20,Texas A+M,16,-1.0
10/20/1984,Boston College,20,West Virginia,21,-3.5
10/20/1984,Brigham Young,30,Air Force,25,-7.0
10/20/1984,Cincinnati,17,Florida,48,31.0
10/20/1984,Central Michigan,10,Miami-Ohio,9, 
10/20/1984,Colorado State,24,San Diego State,41, 
10/20/1984,Delaware,34,Temple,19, 
10/20/1984,Drake,3,Indiana State,17, 
10/20/1984,Duke,21,Clemson,54,31.0
10/20/1984,Eastern Michigan,7,Toledo,17, 
10/20/1984,East Tennessee St,6,East Carolina,24, 
10/20/1984,Fullerton State,36,Nevada-Reno,14, 
10/20/1984,Georgia Tech,34,Auburn,48,10.0
10/20/1984,Houston,29,S-M-U,20,13.0
10/20/1984,Illinois State,24,U-C-F,28, 
10/20/1984,Kansas,10,Oklahoma State,47,23.0
10/20/1984,Kent State,19,Ohio,7, 
10/20/1984,Long Beach State,43,New Mexico State,13, 
10/20/1984,Louisville,21,Rutgers,38,17.0
10/20/1984,Louisiana State,36,Kentucky,10,-5.0
10/20/1984,Michigan,0,Iowa,26,8.0
10/20/1984,Mississippi,10,Southern Miss,13,-8.5
10/20/1984,Missouri,61,Kansas State,21,-14.5
10/20/1984,Mississippi State,12,Memphis,23,6.5
10/20/1984,No Carolina State,21,North Carolina,28,6.0
10/20/1984,Nebraska,24,Colorado,7,-31.0
10/20/1984,Northern Illinois,6,Bowling Green,28, 
10/20/1984,New Mexico,21,Wyoming,59, 
10/20/1984,North Texas,3,Texas Christian,34, 
10/20/1984,Northwestern,31,Minnesota,28,8.5
10/20/1984,Ohio State,23,Michigan State,20,-10.0
10/20/1984,Oklahoma,12,Iowa State,10,-27.5
10/20/1984,Oregon,10,Washington,17,16.5
10/20/1984,Oregon State,10,Arizona State,45,16.0
10/20/1984,Pennsylvania,13,Army,48,10.5
10/20/1984,Pittsburgh,7,Miami-Florida,27,14.5
10/20/1984,Princeton,3,Navy,41,17.5
10/20/1984,Purdue,20,Illinois,34,9.0
10/20/1984,South Carolina,36,Notre Dame,32,-2.5
10/20/1984,UL-Lafayette,35,San Jose State,28, 
10/20/1984,Syracuse,3,Penn State,21,6.0
10/20/1984,Texas Tech,30,Rice,10,-8.0
10/20/1984,Tulane,6,Florida State,27,16.5
10/20/1984,U.C.L.A.,17,California,14,-4.5
10/20/1984,Nevada-Las Vegas,35,Pacific,21, 
10/20/1984,Utah,17,Hawaii,20, 
10/20/1984,Utah State,18,Fresno State,43, 
10/20/1984,Vanderbilt,35,Georgia,62,5.0
10/20/1984,Washington State,49,Stanford,42,3.0
10/20/1984,Wake Forest,9,Virginia,28,4.0
10/20/1984,Wichita State,20,Tulsa,55, 
10/20/1984,Wisconsin,20,Indiana,16,-10.0
10/20/1984,Western Michigan,20,Ball State,23, 
10/20/1984,William + Mary,14,Virginia Tech,38, 
10/25/1984,Brigham Young,48,New Mexico,0,-21.5
10/26/1984,West Texas A+M,21,New Mexico State,13, 
10/27/1984,Arizona,12,Washington,28,7.0
10/27/1984,Arkansas,17,Houston,3,-3.0
10/27/1984,Army,16,Syracuse,27,7.0
10/27/1984,Auburn,24,Mississippi State,21,-14.0
10/27/1984,Ball State,17,Eastern Michigan,10, 
10/27/1984,Baylor,28,Texas Christian,38,5.5
10/27/1984,Bowling Green,21,Central Michigan,42, 
10/27/1984,California,7,Southern Cal,31,13.5
10/27/1984,Clemson,35,No Carolina State,34,-14.5
10/27/1984,Colorado,14,Oklahoma State,20,29.5
10/27/1984,East Carolina,20,South Carolina,42,18.5
10/27/1984,Fresno State,17,San Jose State,18, 
10/27/1984,Georgia,37,Kentucky,7,-6.0
10/27/1984,Iowa State,14,Missouri,14,26.0
10/27/1984,Illinois,18,Michigan,26,-2.5
10/27/1984,Illinois State,14,Western Illinois,28, 
10/27/1984,Indiana State,27,Southern Illinois,10, 
10/27/1984,Iowa,24,Indiana,20,-21.5
10/27/1984,Kansas State,14,Nebraska,62,33.0
10/27/1984,Long Beach State,28,Fullerton State,42, 
10/27/1984,Louisville,21,Cincinnati,40,1.0
10/27/1984,Michigan State,20,Minnesota,13,-5.0
10/27/1984,Maryland,43,Duke,7,-20.0
10/27/1984,Miami-Ohio,20,Northern Illinois,7, 
10/27/1984,Mississippi,20,Vanderbilt,37,3.0
10/27/1984,Navy,28,Pittsburgh,28,7.0
10/27/1984,North Carolina,30,Memphis,27,7.0
10/27/1984,Notre Dame,30,Louisiana State,22,10.5
10/27/1984,Ohio,14,Western Michigan,33, 
10/27/1984,Ohio State,14,Wisconsin,16,-8.0
10/27/1984,Oklahoma,11,Kansas,28,-21.0
10/27/1984,Pacific,14,Utah State,41, 
10/27/1984,Penn State,14,West Virginia,17,1.0
10/27/1984,Purdue,49,Northwestern,7,-9.0
10/27/1984,Rice,14,Texas A+M,38,16.5
10/27/1984,Rutgers,23,Boston College,35,14.5
10/27/1984,San Diego State,10,Hawaii,16, 
10/27/1984,Southern Miss,7,UL-Lafayette,13, 
10/27/1984,S-M-U,7,Texas,13,7.0
10/27/1984,Stanford,28,Oregon State,21,-3.5
10/27/1984,Tennessee,24,Georgia Tech,21,3.5
10/27/1984,Toledo,6,Kent State,17, 
10/27/1984,Tulsa,17,Texas Tech,20,-1.0
10/27/1984,U.C.L.A.,21,Arizona State,13,5.5
10/27/1984,UTEP,15,Utah,43, 
10/27/1984,Virginia Tech,9,Temple,7,-3.5
10/27/1984,Washington State,50,Oregon,41,-1.0
10/27/1984,Wichita State,23,Drake,6, 
10/27/1984,William + Mary,21,Wake Forest,34, 
10/27/1984,Wyoming,43,Colorado State,34, 
11/03/1984,Air Force,12,Army,24,-7.5
11/03/1984,Alabama,24,Mississippi State,20,-3.5
11/03/1984,Auburn,3,Florida,24,2.0
11/03/1984,Boston College,30,Penn State,37,0.0
11/03/1984,Bowling Green,38,Ball State,13, 
11/03/1984,California,14,Washington,44,18.0
11/03/1984,U-C-F,0,Indiana State,38, 
11/03/1984,Cincinnati,10,Temple,42,16.0
11/03/1984,Central Michigan,7,Northern Illinois,8, 
11/03/1984,Colorado State,23,Utah,35, 
11/03/1984,Duke,3,Georgia Tech,31,23.5
11/03/1984,Florida State,52,Arizona State,44,-6.0
11/03/1984,Fullerton State,20,Fresno State,17, 
11/03/1984,Indiana,7,Ohio State,50,22.5
11/03/1984,Kansas,28,Colorado,27,0.0
11/03/1984,Kent State,18,Eastern Michigan,20, 
11/03/1984,Maryland,34,North Carolina,23,-5.0
11/03/1984,Memphis,3,Georgia,13,11.5
11/03/1984,Miami-Florida,38,Louisville,23,-30.5
11/03/1984,Miami-Ohio,19,Ohio,24, 
11/03/1984,Michigan,29,Purdue,31,0.0
11/03/1984,Minnesota,3,Illinois,48,23.5
11/03/1984,Mississippi,29,Louisiana State,32,11.5
11/03/1984,Missouri,7,Oklahoma,49,3.5
11/03/1984,Navy,17,Notre Dame,18,11.5
11/03/1984,Nebraska,44,Iowa State,0,-27.0
11/03/1984,New Mexico,2,Baylor,38,15.0
11/03/1984,New Mexico State,31,Wichita State,24, 
11/03/1984,North Texas,7,Kentucky,31, 
11/03/1984,Northwestern St(LA),22,Southern Miss,0, 
11/03/1984,Northwestern,10,Michigan State,27,15.0
11/03/1984,Oklahoma State,34,Kansas State,6,-23.0
11/03/1984,Oregon,20,U.C.L.A.,18,11.5
11/03/1984,Oregon State,3,Washington State,20,14.5
11/03/1984,Pacific,22,Long Beach State,24, 
11/03/1984,Pittsburgh,7,Syracuse,13,3.0
11/03/1984,Rice,6,Arkansas,28,28.0
11/03/1984,Southern Cal,20,Stanford,11,-6.5
11/03/1984,South Carolina,35,No Carolina State,28,-10.0
11/03/1984,Southern Illinois,17,Drake,20, 
11/03/1984,UL-Lafayette,42,East Carolina,24, 
11/03/1984,Texas Christian,21,Houston,14,-3.5
11/03/1984,Texas,13,Texas Tech,10,-13.5
11/03/1984,Tulane,6,Virginia Tech,13,5.5
11/03/1984,Tulsa,28,Illinois State,7, 
11/03/1984,Texas A+M,20,S-M-U,28,11.5
11/03/1984,Nevada-Las Vegas,30,San Diego State,14, 
11/03/1984,UTEP,9,Brigham Young,42, 
11/03/1984,Utah State,10,Arizona,45, 
11/03/1984,Virginia,27,West Virginia,7,6.5
11/03/1984,Wake Forest,14,Clemson,37,16.0
11/03/1984,Wisconsin,10,Iowa,10,12.5
11/03/1984,Western Michigan,13,Toledo,17, 
11/03/1984,Wyoming,28,Hawaii,31, 
11/10/1984,Air Force,23,New Mexico,9,-18.0
11/10/1984,Arkansas,14,Baylor,9,-3.0
11/10/1984,Army,31,Boston College,45,16.0
11/10/1984,Arizona State,44,Oregon,10,-4.0
11/10/1984,Ball State,7,Central Michigan,51, 
11/10/1984,Cincinnati,0,Auburn,60,32.5
11/10/1984,Eastern Michigan,0,Miami-Ohio,23, 
