Date,Visitor,Visitor Score,Home Team,Home Score,Line
09/23/1989,Mississippi State,6,Georgia,23,8.0
09/23/1989,North Carolina,6,No Carolina State,40,10.0
09/23/1989,Nebraska,48,Minnesota,0,-20.0
09/23/1989,Northern Illinois,37,Kansas State,20, 
09/23/1989,New Mexico,33,Tulsa,35,15.0
09/23/1989,New Mexico State,14,Nevada-Las Vegas,26, 
09/23/1989,Ohio,10,Vanderbilt,54, 
09/23/1989,Ohio State,3,Southern Cal,42,8.0
09/23/1989,Oregon,17,Stanford,18,-6.0
09/23/1989,Oregon State,37,Boise State,30, 
09/23/1989,Pacific,32,San Jose State,41, 
09/23/1989,Rutgers,38,Northwestern,27,-5.0
09/23/1989,Southern Miss,17,Texas Christian,19,-5.0
09/23/1989,UL-Lafayette,18,Rice,3,3.0
09/23/1989,Syracuse,23,Pittsburgh,30,2.0
09/23/1989,Temple,0,Virginia Tech,23,16.0
09/23/1989,Texas,45,S-M-U,13,-34.0
09/23/1989,Texas Tech,31,Oklahoma State,15,5.0
09/23/1989,Tulane,9,Florida State,59,28.0
09/23/1989,Utah,20,Hawaii,67,7.0
09/23/1989,UTEP,26,Air Force,43,21.0
09/23/1989,Utah State,2,Illinois,41, 
09/23/1989,Washington,17,Arizona,20,-1.0
09/23/1989,Washington State,29,Wyoming,23,-5.0
09/23/1989,Wake Forest,10,Army,14,8.0
09/23/1989,Wisconsin,14,California,20,17.0
09/23/1989,Western Michigan,26,Kent State,4, 
09/23/1989,West Virginia,30,Louisville,21,-10.0
09/30/1989,Air Force,46,Colorado State,21,-8.0
09/30/1989,Akron,38,Bowling Green,24, 
09/30/1989,Alabama,20,Vanderbilt,14,-16.0
09/30/1989,Arizona,10,Oregon,16,5.0
09/30/1989,Auburn,14,Tennessee,21,-5.0
09/30/1989,Boston College,29,Ohio State,34,8.0
09/30/1989,Brigham Young,37,Utah State,10,-34.0
09/30/1989,California,6,U.C.L.A.,24,16.0
09/30/1989,Cincinnati,17,Louisville,37,13.0
09/30/1989,Clemson,17,Duke,21,-17.0
09/30/1989,Central Michigan,20,Miami-Ohio,7, 
09/30/1989,Colorado,45,Washington,28,1.0
09/30/1989,Eastern Michigan,21,Western Michigan,20, 
09/30/1989,Harvard,28,Army,56,32.0
09/30/1989,Iowa State,25,Tulane,24,2.0
09/30/1989,Indiana State,14,Minnesota,34, 
09/30/1989,Kent State,22,No Carolina State,42, 
09/30/1989,Long Beach State,25,Pacific,26, 
09/30/1989,Louisiana Tech,29,East Carolina,29, 
09/30/1989,Maryland,21,Michigan,41,21.0
09/30/1989,Miami-Florida,26,Michigan State,20,-12.0
09/30/1989,Missouri,3,Arizona State,19,4.0
09/30/1989,Mississippi State,0,Florida,21,11.0
09/30/1989,Navy,12,North Carolina,7,8.0
09/30/1989,Notre Dame,40,Purdue,7,-31.0
09/30/1989,New Mexico,14,Hawaii,60,17.0
09/30/1989,North Texas,17,Kansas State,20, 
09/30/1989,Ohio,6,Louisiana State,57, 
09/30/1989,Oklahoma,45,Kansas,6,-38.0
09/30/1989,Oregon State,7,Nebraska,35,29.0
09/30/1989,Penn State,16,Texas,12,-1.0
09/30/1989,Pittsburgh,31,West Virginia,31,2.0
09/30/1989,Rice,17,Wake Forest,17,10.0
09/30/1989,Southern Cal,18,Washington State,17,-9.0
09/30/1989,South Carolina,24,Georgia,20,9.0
09/30/1989,San Diego State,38,Utah,27,4.0
09/30/1989,San Jose State,40,Stanford,33, 
09/30/1989,Southern Miss,14,Texas A+M,31,13.0
09/30/1989,S-M-U,10,Texas Christian,28,29.0
09/30/1989,UL-Lafayette,24,UL-Monroe,10, 
09/30/1989,Temple,7,Houston,65,42.0
09/30/1989,Toledo,12,Indiana,32, 
09/30/1989,Texas Tech,15,Baylor,29,4.0
09/30/1989,Tulsa,22,Iowa,30,9.0
09/30/1989,Nevada-Las Vegas,20,Fullerton State,34, 
09/30/1989,UTEP,7,Arkansas,39,27.0
09/30/1989,Western Illinois,27,Northern Illinois,34, 
09/30/1989,William + Mary,12,Virginia,24, 
09/30/1989,Wyoming,7,Oklahoma State,27,3.0
10/07/1989,Air Force,35,Navy,7,-14.0
10/07/1989,Alabama,62,Mississippi,27,-7.0
10/07/1989,Arkansas,41,Texas Christian,19,-16.0
10/07/1989,Army,29,Duke,35,4.0
10/07/1989,Auburn,24,Kentucky,12,-9.0
10/07/1989,Arizona State,14,U.C.L.A.,33,14.0
10/07/1989,Baylor,10,Houston,66,19.0
10/07/1989,Bowling Green,31,Ohio,28, 
10/07/1989,Cincinnati,0,Miami-Florida,56,40.0
10/07/1989,Colorado State,34,New Mexico,20,-5.0
10/07/1989,East Carolina,14,South Carolina,47,9.0
10/07/1989,Florida,16,Louisiana State,13,3.0
10/07/1989,Florida State,41,Syracuse,10,-5.0
10/07/1989,Fullerton State,23,Utah State,34, 
10/07/1989,Georgia,14,Tennessee,17,6.0
10/07/1989,Iowa State,24,Kansas,20,-9.0
10/07/1989,Kent State,0,Central Michigan,38, 
10/07/1989,Kansas State,7,Nebraska,58,45.0
10/07/1989,Louisiana Tech,24,Akron,31, 
10/07/1989,Michigan State,17,Iowa,14,-5.0
10/07/1989,Maryland,24,Georgia Tech,28,-1.0
10/07/1989,Miami-Ohio,9,Ball State,37, 
10/07/1989,Missouri,3,Colorado,49,23.0
10/07/1989,Middle Tennessee,14,No Carolina State,35, 
10/07/1989,Notre Dame,27,Stanford,17,-21.0
10/07/1989,UL-Monroe,14,Mississippi State,28, 
10/07/1989,New Mexico State,48,Long Beach State,55, 
10/07/1989,Northwestern,11,Indiana,43,17.0
10/07/1989,Ohio State,14,Illinois,34,4.0
10/07/1989,Oklahoma State,15,Oklahoma,37,21.0
10/07/1989,Oregon State,18,Fresno State,35,13.0
10/07/1989,Pacific,7,Nevada-Las Vegas,30, 
10/07/1989,Penn State,17,Rutgers,0,-5.0
10/07/1989,Pittsburgh,27,Temple,3,-30.0
10/07/1989,Purdue,15,Minnesota,35,9.0
10/07/1989,Rice,30,Texas,31,14.0
10/07/1989,San Diego State,24,Hawaii,31,16.0
10/07/1989,Southern Illinois,24,Northern Illinois,29, 
10/07/1989,San Jose State,21,California,26, 
10/07/1989,Toledo,14,Eastern Michigan,31, 
10/07/1989,Tulane,21,Southern Miss,30,13.0
10/07/1989,Tulsa,13,UL-Lafayette,21,0.0
10/07/1989,Texas A+M,24,Texas Tech,27,-7.0
10/07/1989,Utah,50,UTEP,45,-1.0
10/07/1989,Vanderbilt,10,Memphis,13,1.0
10/07/1989,Virginia,20,Clemson,34,12.0
10/07/1989,Virginia Tech,12,West Virginia,10,16.0
10/07/1989,Washington,16,Southern Cal,24,9.0
10/07/1989,Washington State,51,Oregon,38,5.0
10/07/1989,Wake Forest,17,North Carolina,16,-1.0
10/07/1989,Wisconsin,0,Michigan,24,34.0
10/07/1989,Wyoming,20,Brigham Young,36,12.0
10/14/1989,Akron,17,Eastern Illinois,21, 
10/14/1989,Arkansas,45,Texas Tech,13,-8.0
10/14/1989,Arizona State,17,Oregon State,17,-5.0
10/14/1989,Ball State,23,Kent State,21, 
10/14/1989,Baylor,49,S-M-U,3,-28.0
10/14/1989,Brigham Young,45,Colorado State,16,-11.0
10/14/1989,Central Michigan,34,Western Michigan,6, 
10/14/1989,Colorado,52,Iowa State,17,-27.0
10/14/1989,Fresno State,34,Utah State,7, 
10/14/1989,Florida State,41,Virginia Tech,7,-16.0
10/14/1989,Fullerton State,35,Pacific,26, 
10/14/1989,Georgia,13,Mississippi,17,-7.0
10/14/1989,Georgia Tech,30,Clemson,14,20.0
10/14/1989,Holy Cross,9,Army,45, 
10/14/1989,Houston,13,Texas A+M,17,-11.0
10/14/1989,Illinois,14,Purdue,2,-17.0
10/14/1989,Indiana,31,Ohio State,35,2.0
10/14/1989,Iowa,31,Wisconsin,24,-10.0
10/14/1989,Kansas State,13,Oklahoma State,17,23.0
10/14/1989,Long Beach State,26,San Diego State,30, 
10/14/1989,Liberty,25,Eastern Michigan,24, 
10/14/1989,Louisiana State,6,Auburn,10,9.0
10/14/1989,Maryland,27,Wake Forest,7,-2.0
10/14/1989,Memphis,34,Cincinnati,17,-5.0
10/14/1989,Michigan,10,Michigan State,7,-4.0
10/14/1989,Minnesota,20,Northwestern,18,-4.0
10/14/1989,Navy,14,Pittsburgh,31,29.0
10/14/1989,North Carolina,17,Virginia,50,17.0
10/14/1989,Notre Dame,41,Air Force,27,-13.0
10/14/1989,Nebraska,50,Missouri,7,-26.0
10/14/1989,Northern Illinois,21,Louisiana Tech,42, 
10/14/1989,New Mexico,7,UTEP,26,6.0
10/14/1989,New Mexico State,13,Tulsa,34, 
10/14/1989,Ohio,22,Miami-Ohio,22, 
10/14/1989,Oklahoma,24,Texas,28,-17.0
10/14/1989,Oregon,14,Washington,20,4.0
10/14/1989,Penn State,34,Syracuse,12,4.0
10/14/1989,Rutgers,26,Kentucky,33,8.0
10/14/1989,Southern Cal,31,California,15,-16.0
10/14/1989,San Jose State,16,Miami-Florida,48, 
10/14/1989,Southern Miss,16,Louisville,10,4.0
10/14/1989,Stanford,13,Washington State,31,12.0
10/14/1989,UL-Lafayette,17,Alabama,24,22.0
10/14/1989,Texas Christian,30,Rice,16,2.0
10/14/1989,Temple,14,Boston College,35,20.0
10/14/1989,Toledo,23,Bowling Green,27, 
10/14/1989,U.C.L.A.,7,Arizona,42,0.0
10/14/1989,Utah,24,Wyoming,45,11.0
10/14/1989,Vanderbilt,11,Florida,34,19.0
10/21/1989,Air Force,9,Texas Christian,27,-11.0
10/21/1989,Akron,31,Murray State,31, 
10/21/1989,Arizona,23,Washington State,21,5.0
10/21/1989,Auburn,14,Florida State,22,7.0
10/21/1989,Bowling Green,13,Eastern Michigan,21, 
10/21/1989,Cincinnati,3,West Virginia,69,33.0
10/21/1989,Duke,46,Maryland,25,3.0
10/21/1989,Fullerton State,19,Fresno State,33, 
10/21/1989,Georgia,35,Vanderbilt,16,-10.0
10/21/1989,Hawaii,16,Colorado State,31,-9.0
10/21/1989,Illinois,14,Michigan State,10,4.0
10/21/1989,Kansas,17,Colorado,49,42.0
10/21/1989,Kent State,14,Ohio,37, 
10/21/1989,Lafayette,20,Army,34, 
10/21/1989,Louisville,24,Tulsa,31,0.0
10/21/1989,Louisiana State,21,Kentucky,27,-4.0
10/21/1989,Louisiana Tech,40,Arkansas State,37, 
10/21/1989,Memphis,10,Mississippi State,35,8.0
10/21/1989,Miami-Ohio,14,Toledo,17, 
10/21/1989,Michigan,26,Iowa,12,-11.0
10/21/1989,Minnesota,18,Indiana,28,15.0
10/21/1989,Mississippi,32,Tulane,28,-5.0
10/21/1989,Missouri,21,Kansas State,9,-9.0
10/21/1989,Navy,27,Boston College,24,15.0
10/21/1989,North Carolina,14,Georgia Tech,17,14.0
10/21/1989,No Carolina State,10,Clemson,30,8.0
10/21/1989,Nebraska,48,Oklahoma State,23,-23.0
10/21/1989,New Mexico,21,Florida,27,31.0
10/21/1989,Northwestern,31,Wisconsin,35,3.0
10/21/1989,Oklahoma,43,Iowa State,40,-23.0
10/21/1989,Oregon,27,Arizona State,7,-4.0
10/21/1989,Pacific,7,San Diego State,35, 
10/21/1989,Purdue,3,Ohio State,21,22.0
10/21/1989,Rice,25,Texas Tech,41,12.0
10/21/1989,Southern Cal,24,Notre Dame,28,6.0
10/21/1989,San Jose State,21,Long Beach State,10, 
10/21/1989,S-M-U,21,Houston,95,59.0
10/21/1989,UL-Lafayette,24,Southern Miss,21,7.0
10/21/1989,Syracuse,49,Rutgers,28,-5.0
10/21/1989,Tennessee,30,Alabama,47,4.0
10/21/1989,Texas,24,Arkansas,20,13.0
10/21/1989,Texas A+M,14,Baylor,11,-7.0
10/21/1989,U.C.L.A.,17,Oregon State,18,-11.0
10/21/1989,Nevada-Las Vegas,24,Northern Illinois,42, 
10/21/1989,Utah,27,Stanford,24,13.0
10/21/1989,UTEP,24,Brigham Young,49,24.0
10/21/1989,Utah State,28,New Mexico State,13, 
10/21/1989,Virginia Tech,10,East Carolina,14,-2.0
10/21/1989,Washington,29,California,16,-10.0
10/21/1989,Western Carolina,3,South Carolina,24, 
10/21/1989,Wake Forest,28,Virginia,47,17.0
10/21/1989,Western Michigan,13,Ball State,14, 
10/21/1989,Youngstown State,30,Central Michigan,3, 
10/26/1989,Ball State,34,Indiana State,27, 
10/28/1989,Alabama,17,Penn State,16,1.0
10/28/1989,Bowling Green,13,Miami-Ohio,17, 
10/28/1989,Brigham Young,14,Hawaii,56,-4.0
10/28/1989,Cincinnati,0,Akron,31,9.0
10/28/1989,Colorado,20,Oklahoma,3,-6.0
10/28/1989,Colorado State,50,Utah,10,3.0
10/28/1989,East Carolina,16,Syracuse,18,15.0
10/28/1989,Eastern Michigan,9,Central Michigan,24, 
10/28/1989,Georgia Tech,19,Duke,30,4.0
10/28/1989,Houston,39,Arkansas,45,-5.0
10/28/1989,Iowa State,17,Nebraska,49,32.0
10/28/1989,Indiana,10,Michigan,38,13.0
10/28/1989,Iowa,35,Northwestern,22,-11.0
10/28/1989,James Madison,24,Navy,20, 
10/28/1989,Kansas,21,Kansas State,16,-1.0
10/28/1989,Kentucky,23,Georgia,34,7.0
10/28/1989,Long Beach State,10,Oregon,52, 
10/28/1989,Louisville,15,Virginia,16,12.0
10/28/1989,Michigan State,28,Purdue,21,-19.0
10/28/1989,Miami-Florida,10,Florida State,24,1.0
10/28/1989,Mississippi State,0,Auburn,14,17.0
10/28/1989,North Carolina,0,Maryland,38,12.0
10/28/1989,No Carolina State,20,South Carolina,10,4.0
10/28/1989,Northern Illinois,20,Temple,17, 
10/28/1989,New Mexico State,6,San Jose State,34, 
10/28/1989,North Texas,9,S-M-U,35, 
10/28/1989,Ohio,13,Western Michigan,28, 
10/28/1989,Ohio State,41,Minnesota,37,-7.0
10/28/1989,Oklahoma State,31,Missouri,30,-3.0
10/28/1989,Oregon State,25,California,14,4.0
10/28/1989,Pacific,14,Arizona,38, 
10/28/1989,Pittsburgh,7,Notre Dame,45,10.0
10/28/1989,Rutgers,14,Army,35,7.0
10/28/1989,San Diego State,34,UTEP,31,-2.0
10/28/1989,Southern Miss,31,Memphis,7,-6.0
10/28/1989,Stanford,0,Southern Cal,19,21.0
10/28/1989,Texas Christian,9,Baylor,27,9.0
10/28/1989,Tennessee,45,Louisiana State,39,2.0
10/28/1989,Toledo,47,Kent State,42, 
10/28/1989,Tulane,13,Virginia Tech,30,11.0
10/28/1989,Tulsa,31,Louisiana Tech,34,1.5
10/28/1989,Texas A+M,45,Rice,7,-18.0
10/28/1989,Nevada-Las Vegas,17,Fresno State,31, 
10/28/1989,Vanderbilt,16,Mississippi,24,9.0
10/28/1989,Washington,28,U.C.L.A.,27,1.0
10/28/1989,Washington State,39,Arizona State,44,-9.0
10/28/1989,Wake Forest,10,Clemson,44,24.0
10/28/1989,Wisconsin,9,Illinois,32,22.0
10/28/1989,West Virginia,44,Boston College,30,-10.0
10/28/1989,Wyoming,24,New Mexico,23,-12.0
11/04/1989,Arizona,28,California,29,-12.0
11/04/1989,Arkansas,38,Rice,17,-21.0
11/04/1989,Army,3,Air Force,29,8.0
11/04/1989,Arizona State,34,Washington,32,13.0
11/04/1989,Boston College,11,Syracuse,23,8.0
11/04/1989,Cincinnati,0,Kentucky,31,30.0
11/04/1989,Clemson,35,North Carolina,3,-24.0
11/04/1989,Central Michigan,13,Ball State,13, 
11/04/1989,Colorado State,35,Wyoming,56,2.0
11/04/1989,Duke,52,Wake Forest,35,-12.0
11/04/1989,East Carolina,10,Miami-Florida,40,30.0
11/04/1989,Florida,7,Auburn,10,9.0
11/04/1989,Houston,55,Texas Christian,10,-24.0
11/04/1989,Illinois,31,Iowa,7,-4.0
11/04/1989,Kent State,28,Bowling Green,51, 
11/04/1989,Kansas State,11,Iowa State,36,17.0
11/04/1989,Long Beach State,21,Nevada-Las Vegas,43, 
11/04/1989,Louisiana State,35,Mississippi,30,-4.0
11/04/1989,Michigan State,51,Indiana,20,-2.0
11/04/1989,Memphis,34,Tulane,38,6.0
11/04/1989,Miami-Ohio,7,Eastern Michigan,20, 
11/04/1989,Missouri,14,Oklahoma,52,22.0
11/04/1989,Mississippi State,10,Alabama,23,17.0
11/04/1989,Navy,0,Notre Dame,41,37.0
11/04/1989,Nebraska,21,Colorado,27,6.0
11/04/1989,UL-Monroe,6,Louisiana Tech,24, 
11/04/1989,New Mexico,28,San Diego State,45,13.0
11/04/1989,New Mexico State,10,Fullerton State,45, 
11/04/1989,Northern Arizona,7,Akron,52, 
11/04/1989,Ohio State,52,Northwestern,27,-12.0
11/04/1989,Oklahoma State,37,Kansas,24,-9.0
11/04/1989,Oregon,41,Brigham Young,45,-1.0
11/04/1989,Oregon State,6,Southern Cal,48,22.0
11/04/1989,Purdue,27,Michigan,42,35.0
11/04/1989,South Carolina,10,Florida State,35,22.0
11/04/1989,San Jose State,30,Fresno State,31, 
11/04/1989,S-M-U,14,Texas A+M,63,45.0
11/04/1989,UL-Lafayette,20,Northern Illinois,23,-8.0
11/04/1989,Temple,10,Georgia,37,29.0
11/04/1989,Texas Tech,24,Texas,17,7.0
11/04/1989,U.C.L.A.,14,Stanford,17,-5.0
11/04/1989,UTEP,7,Hawaii,26,21.0
11/04/1989,Utah State,38,Pacific,10, 
11/04/1989,Vanderbilt,0,Virginia Tech,18,10.0
11/04/1989,Virginia,20,No Carolina State,9,2.0
11/04/1989,Western Carolina,7,Georgia Tech,34, 
11/04/1989,Wisconsin,22,Minnesota,24,7.0
11/04/1989,Western Kentucky,7,Louisville,55, 
11/04/1989,Western Michigan,18,Toledo,19, 
11/04/1989,West Virginia,9,Penn State,19,3.0
11/11/1989,Air Force,35,Brigham Young,44,3.0
11/11/1989,Akron,9,Tennessee,52, 
11/11/1989,Alabama,32,Louisiana State,16,-4.0
11/11/1989,Baylor,10,Arkansas,19,13.0
11/11/1989,Boston College,24,Army,17,4.0
11/11/1989,Bowling Green,31,Western Michigan,30, 
11/11/1989,Colorado,41,Oklahoma State,17,-22.0
11/11/1989,Colorado State,52,UTEP,0,-6.0
11/11/1989,Eastern Michigan,17,Ball State,23, 
11/11/1989,Florida,10,Georgia,17,-1.0
11/11/1989,Fresno State,45,New Mexico State,5, 
11/11/1989,Iowa State,35,Missouri,21,-1.0
11/11/1989,Indiana,45,Wisconsin,17,-9.0
11/11/1989,Iowa,0,Ohio State,28,7.0
11/11/1989,Kansas,14,Nebraska,51,43.0
11/11/1989,Kansas State,19,Oklahoma,42,41.0
11/11/1989,Kentucky,15,Vanderbilt,11,-7.0
11/11/1989,Lamar,33,UL-Lafayette,42, 
11/11/1989,Long Beach State,13,Fullerton State,31, 
11/11/1989,Louisville,40,Memphis,10,-8.0
11/11/1989,Louisiana Tech,23,Auburn,38, 
11/11/1989,Miami-Florida,24,Pittsburgh,3,-9.0
11/11/1989,Miami-Ohio,15,Kent State,13, 
11/11/1989,Michigan,24,Illinois,10,-2.0
11/11/1989,Minnesota,7,Michigan State,21,22.0
11/11/1989,Morehead State,13,Cincinnati,10, 
11/11/1989,No Carolina State,26,Duke,35,3.0
11/11/1989,New Mexico,39,Utah,41,7.0
11/11/1989,Northwestern,15,Purdue,46,7.0
11/11/1989,Ohio,15,Central Michigan,24, 
11/11/1989,Oregon,38,U.C.L.A.,20,-1.0
11/11/1989,Pacific,26,Hawaii,34, 
11/11/1989,Penn State,13,Maryland,13,-7.0
11/11/1989,Rutgers,20,West Virginia,21,22.0
11/11/1989,Southern Cal,24,Arizona,3,-7.0
11/11/1989,South Carolina,27,North Carolina,20,-12.0
11/11/1989,San Jose State,33,Utah State,7, 
11/11/1989,S-M-U,6,Notre Dame,59,54.0
11/11/1989,Stanford,22,Arizona State,30,6.0
11/11/1989,Syracuse,38,Navy,17,-13.0
