Date,Visitor,Visitor Score,Home Team,Home Score,Line
09/23/1995,Cincinnati,16,Miami-Ohio,23, 
09/23/1995,Duke,28,Maryland,41,5.5
09/23/1995,East Carolina,0,Illinois,7,7.5
09/23/1995,East Tennessee St,20,Tulsa,45, 
09/23/1995,Fresno State,21,Utah,25,0.0
09/23/1995,Georgia,10,Mississippi,18,-6.0
09/23/1995,Houston,13,Kansas,20,22.0
09/23/1995,Kent State,6,West Virginia,45, 
09/23/1995,Kentucky,35,South Carolina,30,13.5
09/23/1995,Michigan State,35,Purdue,35,3.0
09/23/1995,Memphis,20,Arkansas,27,10.0
09/23/1995,Miami-Florida,7,Virginia Tech,13,-10.0
09/23/1995,Minnesota,17,Syracuse,27,7.5
09/23/1995,Mississippi State,14,Tennessee,52,11.0
09/23/1995,UL-Monroe,22,Missouri,31,14.0
09/23/1995,New Mexico State,24,New Mexico,36, 
09/23/1995,North Texas,10,Oklahoma,51,33.0
09/23/1995,Ohio,20,Eastern Michigan,31, 
09/23/1995,Ohio State,54,Pittsburgh,14,-10.5
09/23/1995,Oklahoma State,25,Wyoming,45,8.5
09/23/1995,Oregon State,11,Arizona State,20,11.0
09/23/1995,Pacific,7,Nebraska,49, 
09/23/1995,Penn State,59,Rutgers,34,-21.0
09/23/1995,Rice,7,Louisiana State,52,12.5
09/23/1995,Southern Cal,31,Arizona,10,-6.5
09/23/1995,San Jose State,7,California,40, 
09/23/1995,Southern Miss,26,Indiana,27,2.5
09/23/1995,S-M-U,0,Wisconsin,42,20.0
09/23/1995,Stanford,28,Oregon,21,9.5
09/23/1995,UL-Lafayette,24,Northern Illinois,25, 
09/23/1995,Texas Christian,16,Vanderbilt,3,-2.5
09/23/1995,Texas,27,Notre Dame,55,7.0
09/23/1995,Toledo,49,Nevada-Reno,35, 
09/23/1995,Texas A+M,21,Colorado,29,4.0
09/23/1995,U.C.L.A.,15,Washington State,24,-6.0
09/23/1995,Nevada-Las Vegas,30,Iowa State,57, 
09/23/1995,UTEP,21,Hawaii,42,13.0
09/23/1995,Virginia,22,Clemson,3,-5.5
09/23/1995,Wake Forest,30,Navy,7,8.5
09/23/1995,Western Michigan,0,Ball State,10, 
09/28/1995,Maryland,3,Georgia Tech,31,-1.0
09/28/1995,Nevada-Reno,27,San Diego State,30, 
09/30/1995,Air Force,27,New Mexico,24,-5.0
09/30/1995,Arkansas State,7,Minnesota,55, 
09/30/1995,Alabama,31,Georgia,0,-3.0
09/30/1995,Arkansas,35,Vanderbilt,7,-8.0
09/30/1995,Auburn,42,Kentucky,21,-17.0
09/30/1995,Arizona State,0,Southern Cal,31,20.5
09/30/1995,Ball State,13,Purdue,35, 
09/30/1995,Boston College,21,Michigan State,25,-3.5
09/30/1995,Bowling Green,37,Temple,31, 
09/30/1995,Brigham Young,28,Colorado State,21,3.5
09/30/1995,California,15,Arizona,20,6.0
09/30/1995,U-C-F,7,McNeese State,49, 
09/30/1995,Clemson,43,No Carolina State,22,-2.0
09/30/1995,Central Michigan,13,Akron,16, 
09/30/1995,Colorado,38,Oklahoma,17,-3.0
09/30/1995,Fresno State,21,U.C.L.A.,45,11.0
09/30/1995,Hawaii,58,Nevada-Las Vegas,30, 
09/30/1995,Idaho,21,Idaho State,26, 
09/30/1995,Indiana,7,Northwestern,31,3.0
09/30/1995,Louisville,17,Memphis,7,3.5
09/30/1995,Louisiana State,20,South Carolina,20,-7.5
09/30/1995,Marshall,35,Chattanooga,32, 
09/30/1995,Miami-Ohio,19,Michigan,38, 
09/30/1995,Mississippi,10,Florida,28,28.5
09/30/1995,Navy,30,Duke,9,12.0
09/30/1995,Notre Dame,26,Ohio State,45,6.0
09/30/1995,UL-Monroe,34,Mississippi State,32,22.0
09/30/1995,Northern Illinois,0,Kansas State,44, 
09/30/1995,New Mexico State,21,Iowa,59, 
09/30/1995,Ohio,0,North Carolina,62, 
09/30/1995,Oklahoma State,0,Tennessee,31,33.0
09/30/1995,Rice,21,Army,21,-2.5
09/30/1995,Syracuse,27,Rutgers,17,-2.5
09/30/1995,Texas,35,S-M-U,10,-22.5
09/30/1995,Toledo,45,Cincinnati,31, 
09/30/1995,Texas Tech,7,Baylor,9,2.0
09/30/1995,Tulane,0,Southern Miss,45,17.0
09/30/1995,Tulsa,23,Louisiana Tech,27, 
09/30/1995,Utah,34,UTEP,21,-19.0
09/30/1995,Utah State,30,San Jose State,32, 
09/30/1995,Virginia Tech,26,Pittsburgh,16,-2.5
09/30/1995,Washington,26,Oregon State,16,-7.5
09/30/1995,Washington State,21,Nebraska,35,28.5
09/30/1995,Wake Forest,17,Virginia,35,32.0
09/30/1995,Wisconsin,17,Penn State,9,15.0
09/30/1995,Western Michigan,52,Kent State,6, 
09/30/1995,West Virginia,20,East Carolina,23,3.0
10/07/1995,Akron,3,Western Michigan,7, 
10/07/1995,Ball State,14,Toledo,17, 
10/07/1995,Central Michigan,24,Eastern Michigan,34, 
10/07/1995,Colorado State,59,Utah State,17, 
10/07/1995,East Carolina,10,Cincinnati,13,-5.5
10/07/1995,Florida,28,Louisiana State,10,-8.0
10/07/1995,Georgia,19,Clemson,17,7.0
10/07/1995,Georgia Tech,37,Duke,21,-3.0
10/07/1995,Houston,21,Texas Christian,31,17.0
10/07/1995,Idaho,13,Montana State,16, 
10/07/1995,Illinois,17,Indiana,10,-5.5
10/07/1995,Iowa,21,Michigan State,7,1.0
10/07/1995,Kansas,40,Colorado,24,23.0
10/07/1995,Kent State,14,South Carolina,77, 
10/07/1995,Louisville,21,Southern Miss,25,7.5
10/07/1995,Louisiana Tech,13,New Mexico State,48, 
10/07/1995,Maryland,9,Wake Forest,6,-14.0
10/07/1995,Miami-Florida,17,Florida State,41,18.0
10/07/1995,Miami-Ohio,21,Bowling Green,0, 
10/07/1995,Missouri,0,Kansas State,30,21.0
10/07/1995,Mississippi State,20,Auburn,48,18.0
10/07/1995,No Carolina State,11,Alabama,27,14.0
10/07/1995,Notre Dame,29,Washington,21,-3.5
10/07/1995,New Mexico,34,Fresno State,51,10.0
10/07/1995,North Texas,24,Nevada-Reno,56, 
10/07/1995,Northwestern,19,Michigan,13,16.0
10/07/1995,Ohio State,28,Penn State,25,-1.5
10/07/1995,Oklahoma,39,Iowa State,26,-18.0
10/07/1995,Oregon State,14,Washington State,40,13.5
10/07/1995,Pacific,7,Oregon,45, 
10/07/1995,Pittsburgh,0,Boston College,17,10.0
10/07/1995,Purdue,38,Minnesota,39,-1.0
10/07/1995,Rice,13,Texas,37,16.5
10/07/1995,Southern Cal,26,California,16,-14.5
10/07/1995,San Diego State,24,Utah,21,5.0
10/07/1995,Stanford,30,Arizona State,28,-2.0
10/07/1995,UL-Lafayette,33,Arkansas State,9, 
10/07/1995,Temple,14,Syracuse,31,21.0
10/07/1995,Tennessee,49,Arkansas,31,-6.0
10/07/1995,Troy,20,UL-Monroe,10, 
10/07/1995,Tulane,17,Mississippi,20,19.0
10/07/1995,Texas A+M,7,Texas Tech,14,-8.5
10/07/1995,Nevada-Las Vegas,14,Northern Illinois,62, 
10/07/1995,UTEP,46,Air Force,56,25.0
10/07/1995,Virginia,17,North Carolina,22,-4.0
10/07/1995,Virginia Military,21,Marshall,56, 
10/07/1995,Virginia Tech,14,Navy,0,-14.0
10/07/1995,Wyoming,6,Tulsa,35,-10.0
10/14/1995,Air Force,30,Navy,20,-9.0
10/14/1995,Akron,27,Virginia Tech,77, 
10/14/1995,Arkansas State,25,Texas Tech,63, 
10/14/1995,Arizona,10,U.C.L.A.,17,8.5
10/14/1995,Arkansas,13,Mississippi,6,-6.5
10/14/1995,Baylor,47,Houston,7,-13.5
10/14/1995,Bowling Green,10,Ball State,30, 
10/14/1995,Brigham Young,21,Arizona State,29,1.5
10/14/1995,Central Michigan,46,Youngstown State,25, 
10/14/1995,Colorado State,19,Utah,14,0.0
10/14/1995,Duke,30,Virginia,44,22.5
10/14/1995,Eastern Michigan,24,Syracuse,52, 
10/14/1995,Eastern Washington,10,Idaho,37, 
10/14/1995,Florida,49,Auburn,38,-3.5
10/14/1995,Fresno State,24,San Diego State,48,2.0
10/14/1995,Georgia,17,Vanderbilt,6,-10.0
10/14/1995,Hawaii,10,New Mexico,24,7.0
10/14/1995,Iowa State,7,Kansas,34,18.0
10/14/1995,Indiana,13,Iowa,22,13.0
10/14/1995,Kansas State,23,Oklahoma State,17,-19.0
10/14/1995,Louisville,20,Wyoming,27, 
10/14/1995,Louisiana State,16,Kentucky,24,-7.0
10/14/1995,Louisiana Tech,41,Pacific,47, 
10/14/1995,Marshall,42,Western Carolina,3, 
10/14/1995,Michigan State,27,Illinois,21,6.0
10/14/1995,Memphis,23,Tulane,8,-7.5
10/14/1995,Missouri,0,Nebraska,57,41.0
10/14/1995,North Carolina,25,Georgia Tech,27,-2.5
10/14/1995,Notre Dame,28,Army,27,-23.0
10/14/1995,UL-Monroe,35,Nevada-Reno,59, 
10/14/1995,Northern Illinois,7,Utah State,42, 
10/14/1995,New Mexico State,26,UL-Lafayette,43, 
10/14/1995,Northwestern,27,Minnesota,17,-2.5
10/14/1995,Ohio State,27,Wisconsin,16,-7.0
10/14/1995,Oklahoma,24,Texas,24,-2.0
10/14/1995,Oregon,52,California,30,-4.5
10/14/1995,Penn State,26,Purdue,23,-11.5
10/14/1995,Pittsburgh,27,Temple,29,-10.5
10/14/1995,Rutgers,21,Miami-Florida,56,15.0
10/14/1995,South Carolina,65,Mississippi State,39,0.0
10/14/1995,Southern Miss,13,Cincinnati,16,-4.0
10/14/1995,S-M-U,17,Texas A+M,20,32.5
10/14/1995,Texas Christian,33,Rice,28,-4.5
10/14/1995,Tennessee,41,Alabama,14,-4.5
10/14/1995,Toledo,28,Miami-Ohio,28, 
10/14/1995,Tulsa,38,UTEP,28,-6.0
10/14/1995,Nevada-Las Vegas,14,San Jose State,52, 
10/14/1995,Washington,38,Stanford,28,1.0
10/14/1995,Washington State,14,Southern Cal,26,14.0
10/14/1995,Wake Forest,13,Florida State,72,43.5
10/14/1995,Western Michigan,34,Ohio,17, 
10/14/1995,West Virginia,31,Boston College,19,6.5
10/21/1995,Air Force,21,Utah,22,2.0
10/21/1995,Alabama,23,Mississippi,9,-6.0
10/21/1995,Appalachian State,10,Marshall,3, 
10/21/1995,Army,49,Boston College,7,14.0
10/21/1995,California,13,Oregon State,12,-1.0
10/21/1995,U-C-F,14,Hawaii,45, 
10/21/1995,Clemson,17,Maryland,0,-2.0
10/21/1995,Colorado,50,Iowa State,28,-24.5
10/21/1995,Eastern Michigan,40,Ball State,35, 
10/21/1995,Georgia Tech,10,Florida State,42,32.0
10/21/1995,Kansas,38,Oklahoma,17,6.0
10/21/1995,Kent State,16,Central Michigan,27, 
10/21/1995,Kansas State,25,Nebraska,49,24.5
10/21/1995,Kentucky,3,Georgia,12,8.5
10/21/1995,Memphis,3,Cincinnati,28,3.0
10/21/1995,Miami-Florida,17,Pittsburgh,16,-14.0
10/21/1995,Michigan,34,Indiana,17,-14.5
10/21/1995,Minnesota,31,Michigan State,34,7.0
10/21/1995,Montana,43,Idaho,55, 
10/21/1995,No Carolina State,41,Duke,38,-1.0
10/21/1995,Nevada-Reno,49,Louisiana Tech,45, 
10/21/1995,New Mexico,22,Colorado State,14,12.0
10/21/1995,North Texas,7,Louisiana State,49,27.5
10/21/1995,Northwestern St(LA),42,UL-Monroe,39, 
10/21/1995,Ohio,29,Akron,23, 
10/21/1995,Oklahoma State,30,Missouri,26,1.0
10/21/1995,Pacific,3,UL-Lafayette,45, 
10/21/1995,Penn State,41,Iowa,27,-4.5
10/21/1995,Purdue,0,Ohio State,28,22.0
10/21/1995,Rice,26,Texas Tech,31,16.0
10/21/1995,Southern Cal,10,Notre Dame,38,-3.5
10/21/1995,San Jose State,20,San Diego State,49, 
10/21/1995,S-M-U,15,Houston,38,2.0
10/21/1995,Temple,22,East Carolina,32,17.0
10/21/1995,Toledo,35,Bowling Green,16, 
10/21/1995,Tulane,11,Texas Christian,16,17.0
10/21/1995,Texas A+M,24,Baylor,9,-3.0
10/21/1995,U.C.L.A.,42,Stanford,28,-3.0
10/21/1995,Utah State,27,New Mexico State,14, 
10/21/1995,Vanderbilt,14,South Carolina,52,18.0
10/21/1995,Villanova,14,Navy,20, 
10/21/1995,Virginia,16,Texas,17,-1.5
10/21/1995,Virginia Tech,45,Rutgers,17,-7.5
10/21/1995,Washington,31,Arizona,17,-1.0
10/21/1995,Washington State,7,Oregon,26,6.0
10/21/1995,Wake Forest,7,North Carolina,31,24.0
10/21/1995,Wisconsin,0,Northwestern,35,-2.0
10/21/1995,Western Michigan,13,Auburn,34, 
10/21/1995,West Virginia,0,Syracuse,22,3.0
10/21/1995,Wyoming,20,Brigham Young,23,7.5
10/28/1995,Air Force,31,Fresno State,20,3.5
10/28/1995,Arizona,24,Washington State,14,5.5
10/28/1995,Auburn,28,Arkansas,30,-6.5
10/28/1995,Arizona State,35,Oregon,24,13.0
10/28/1995,Ball State,6,Ohio,3, 
10/28/1995,Boston College,10,Notre Dame,20,16.5
10/28/1995,Bowling Green,0,Western Michigan,17, 
10/28/1995,California,16,U.C.L.A.,33,13.5
10/28/1995,U-C-F,34,UL-Monroe,14, 
10/28/1995,Cincinnati,55,Northern Illinois,19, 
10/28/1995,Clemson,24,Georgia Tech,3,-3.0
10/28/1995,Colgate,14,Army,56, 
10/28/1995,Colorado State,31,Wyoming,24,1.5
10/28/1995,East Carolina,36,Southern Miss,34,3.5
10/28/1995,Eastern Michigan,28,Toledo,34, 
10/28/1995,Florida,52,Georgia,17,-19.0
10/28/1995,Hawaii,7,Brigham Young,45,15.5
10/28/1995,Houston,7,Texas A+M,31,27.5
10/28/1995,Idaho,19,Weber State,25, 
10/28/1995,Indiana,21,Penn State,45,21.5
10/28/1995,Iowa,35,Ohio State,56,17.5
10/28/1995,Kansas,7,Kansas State,41,1.0
10/28/1995,Kent State,6,Akron,14, 
10/28/1995,Kentucky,32,Mississippi State,42,3.0
10/28/1995,Marshall,21,The Citadel,19, 
10/28/1995,Michigan State,14,Wisconsin,45,6.5
10/28/1995,Maryland,0,Louisville,31,2.5
10/28/1995,Miami-Ohio,17,Central Michigan,13, 
10/28/1995,Minnesota,17,Michigan,52,18.0
10/28/1995,Nebraska,44,Colorado,21,-7.5
10/28/1995,North Texas,19,Alabama,38,30.5
10/28/1995,Northwestern,17,Illinois,14,0.0
10/28/1995,Oklahoma,13,Missouri,9,-19.0
10/28/1995,Oklahoma State,14,Iowa State,38,3.0
10/28/1995,Oregon State,3,Stanford,24,10.0
10/28/1995,Pacific,32,San Jose State,30, 
10/28/1995,Pittsburgh,21,Rutgers,42,2.0
10/28/1995,Rice,34,S-M-U,24,-4.5
10/28/1995,Southern Cal,21,Washington,21,-5.0
10/28/1995,South Carolina,21,Tennessee,56,16.5
10/28/1995,San Diego State,45,UTEP,16,-16.0
10/28/1995,UL-Lafayette,32,Tulane,28, 
10/28/1995,Texas Christian,24,Baylor,27,10.0
10/28/1995,Temple,12,Miami-Florida,36,25.5
10/28/1995,Texas Tech,34,New Mexico,7,-7.0
10/28/1995,Tulsa,7,Memphis,10,5.5
10/28/1995,U-A-B,7,Troy,60, 
10/28/1995,Nevada-Las Vegas,32,Nevada-Reno,55, 
10/28/1995,Utah State,20,Utah,40, 
10/28/1995,Vanderbilt,10,Mississippi,21,12.5
10/28/1995,Virginia Tech,27,West Virginia,0,-2.0
10/28/1995,Wake Forest,26,Duke,42, 
11/02/1995,Florida State,28,Virginia,33,-16.5
11/04/1995,Arizona,14,Oregon State,9,-6.0
11/04/1995,Baylor,14,Miami-Florida,35,7.5
11/04/1995,Boston College,10,Temple,9,-10.0
11/04/1995,Colorado,45,Oklahoma State,32,-24.0
11/04/1995,East Carolina,31,Army,25,1.0
11/04/1995,Eastern Michigan,23,Miami-Ohio,39, 
11/04/1995,East Tennessee St,0,Marshall,52, 
11/04/1995,Fresno State,37,Hawaii,42,-8.5
11/04/1995,Georgia Tech,24,Wake Forest,23,-13.0
11/04/1995,Iowa State,14,Nebraska,73,40.5
11/04/1995,Idaho,17,Northern Arizona,14, 
11/04/1995,Illinois,26,Iowa,7,4.0
11/04/1995,Kent State,13,Ball State,28, 
11/04/1995,Kentucky,10,Vanderbilt,14,-5.5
11/04/1995,Louisiana State,3,Alabama,10,7.0
11/04/1995,Louisiana Tech,33,UL-Lafayette,40, 
11/04/1995,Maryland,30,No Carolina State,13,5.5
11/04/1995,Michigan,25,Michigan State,28,-10.5
11/04/1995,Mississippi,34,Memphis,3,-1.0
11/04/1995,Missouri,23,Kansas,42,21.5
11/04/1995,Mississippi State,21,Arkansas,26,11.5
11/04/1995,Navy,17,Notre Dame,35,29.0
11/04/1995,North Carolina,10,Clemson,17,3.0
11/04/1995,UL-Monroe,14,Auburn,38,36.0
11/04/1995,Nevada-Reno,30,Utah State,25, 
11/04/1995,Northern Illinois,20,Florida,58, 
11/04/1995,New Mexico,29,San Diego State,38,11.5
11/04/1995,New Mexico State,39,Pacific,37, 
11/04/1995,North Texas,24,Nevada-Las Vegas,34, 
11/04/1995,Ohio,7,Bowling Green,33, 
11/04/1995,Ohio State,49,Minnesota,21,-22.5
11/04/1995,Oklahoma,10,Kansas State,49,7.0
11/04/1995,Oregon,24,Washington,22,3.5
11/04/1995,Penn State,10,Northwestern,21,-4.0
11/04/1995,Rutgers,26,West Virginia,59,7.0
11/04/1995,San Jose State,7,Arkansas State,21, 
11/04/1995,Southern Miss,0,Tennessee,42,25.0
11/04/1995,S-M-U,16,Texas Christian,19,15.5
11/04/1995,Stanford,30,Southern Cal,31,14.0
11/04/1995,Syracuse,7,Virginia Tech,31,6.0
11/04/1995,Toledo,19,Central Michigan,7, 
11/04/1995,Texas Tech,7,Texas,48,4.0
11/04/1995,Tulane,14,Louisville,34,13.5
11/04/1995,Tulsa,35,Brigham Young,45,16.0
11/04/1995,U.C.L.A.,33,Arizona State,37,-6.0
11/04/1995,Utah,30,Wyoming,24,2.5
11/04/1995,UTEP,10,Colorado State,56,24.0
11/04/1995,Washington State,11,California,27,-3.0
11/04/1995,Wisconsin,27,Purdue,38,-4.0
11/04/1995,Youngstown State,24,Akron,10, 
11/09/1995,Texas A+M,17,Rice,10,-16.0
11/11/1995,Akron,7,Toledo,41, 
11/11/1995,Arkansas State,28,Northern Illinois,21, 
11/11/1995,Army,20,Air Force,38,7.0
11/11/1995,Auburn,37,Georgia,31,-10.0
11/11/1995,Arizona State,38,California,29,-1.0
11/11/1995,Baylor,48,S-M-U,7,-17.0
11/11/1995,Bowling Green,26,Kent State,15, 
11/11/1995,Brigham Young,31,New Mexico,14,-6.0
11/11/1995,Cincinnati,14,Kentucky,33,-3.0
11/11/1995,Central Michigan,16,Ball State,24, 
11/11/1995,Delaware,7,Navy,31, 
11/11/1995,Duke,17,Clemson,34,15.0
