Date,Visitor,Visitor Score,Home Team,Home Score,Line
09/11/1982,Oregon State,12,Arizona,38,27.0
09/11/1982,Richmond,10,South Carolina,30, 
09/11/1982,Southern Cal,9,Florida,17,-2.0
09/11/1982,San Diego State,32,Air Force,44,-7.0
09/11/1982,Southern Illinois,16,Illinois State,0, 
09/11/1982,San Jose State,18,Oregon,13, 
09/11/1982,Southern Miss,19,Mississippi,28,-6.5
09/11/1982,Stanford,35,Purdue,14,-1.0
09/11/1982,UL-Lafayette,21,Rice,14, 
09/11/1982,Temple,23,Syracuse,18,4.0
09/11/1982,Toledo,31,Ball State,14, 
09/11/1982,Texas Tech,0,New Mexico,14,1.0
09/11/1982,Tulane,7,S-M-U,51,16.0
09/11/1982,Tulsa,0,Arkansas,38,15.0
09/11/1982,Utah,10,Arizona State,23,21.0
09/11/1982,UTEP,0,Washington,55,37.0
09/11/1982,Utah State,9,Texas Christian,24, 
09/11/1982,Vanderbilt,24,Memphis,14,-3.0
09/11/1982,Virginia,16,Navy,30,10.0
09/11/1982,Washington State,34,Idaho,14, 
09/11/1982,Wake Forest,10,Auburn,28,14.0
09/11/1982,Wichita State,13,Kansas,10, 
09/11/1982,Wisconsin,9,Michigan,20,14.0
09/11/1982,Western Michigan,34,Marshall,0, 
09/11/1982,William + Mary,17,Miami-Ohio,35, 
09/11/1982,West Texas A+M,7,Louisiana Tech,28, 
09/11/1982,West Virginia,41,Oklahoma,27,15.0
09/11/1982,Wyoming,3,Colorado State,9, 
09/18/1982,Air Force,30,Texas Tech,31,7.0
09/18/1982,Alabama,42,Mississippi,14,-14.0
09/18/1982,Arizona State,24,Houston,10,-1.0
09/18/1982,Ball State,20,Wichita State,33, 
09/18/1982,Bowling Green,34,Central Michigan,30, 
09/18/1982,The Citadel,7,Georgia Tech,36, 
09/18/1982,Colorado,12,Washington State,0,13.0
09/18/1982,Delaware,0,Temple,22, 
09/18/1982,Drake,17,Southern Illinois,24, 
09/18/1982,Duke,30,South Carolina,17,-4.0
09/18/1982,Eastern Michigan,12,Louisiana Tech,49, 
09/18/1982,East Tennessee St,0,East Carolina,30, 
09/18/1982,Fresno State,10,Oregon,4, 
09/18/1982,Fullerton State,14,Cal-San Luis Obispo,10, 
09/18/1982,Hawaii,23,Colorado State,13, 
09/18/1982,Iowa State,19,Iowa,7,-1.0
09/18/1982,Illinois,47,Syracuse,10,-7.0
09/18/1982,Indiana,7,Southern Cal,28,20.0
09/18/1982,James Madison,21,Virginia,17, 
09/18/1982,Kent State,15,Northern Illinois,23, 
09/18/1982,Lafayette,20,Army,26, 
09/18/1982,Long Beach State,27,Wyoming,36, 
09/18/1982,Marshall,9,Toledo,17, 
09/18/1982,McNeese State,10,Indiana State,13, 
09/18/1982,Maryland,18,West Virginia,19,7.0
09/18/1982,Miami-Florida,14,Virginia Tech,8,-7.0
09/18/1982,Miami-Ohio,27,Northwestern,13, 
09/18/1982,Michigan,17,Notre Dame,23,-1.0
09/18/1982,Minnesota,36,Purdue,10,-1.0
09/18/1982,Mississippi State,41,Memphis,17,-11.0
09/18/1982,Navy,17,Arkansas,29,19.0
09/18/1982,UL-Monroe,38,North Texas,15, 
09/18/1982,New Mexico State,0,Nebraska,68, 
09/18/1982,Ohio State,31,Michigan State,10,-6.0
09/18/1982,Oklahoma,29,Kentucky,8,-12.0
09/18/1982,Oregon State,7,Louisiana State,45,27.0
09/18/1982,Pacific,17,Idaho,36, 
09/18/1982,Pittsburgh,37,Florida State,17,-8.0
09/18/1982,Rice,6,Tulane,30,6.0
09/18/1982,Richmond,14,Ohio,23, 
09/18/1982,Rutgers,14,Penn State,49,25.0
09/18/1982,South Dakota,3,Kansas State,42, 
09/18/1982,San Diego State,0,California,28,12.0
09/18/1982,San Jose State,35,Stanford,31, 
09/18/1982,Southern Miss,19,Auburn,21,7.0
09/18/1982,S-M-U,31,UTEP,10, 
09/18/1982,Texas-Arlington,22,Texas A+M,61, 
09/18/1982,Texas Christian,19,Kansas,30,6.0
09/18/1982,U.C.L.A.,51,Wisconsin,26,-7.0
09/18/1982,Nevada-Las Vegas,21,New Mexico,49, 
09/18/1982,Utah,12,Texas,21,15.0
09/18/1982,Vanderbilt,10,North Carolina,34,21.0
09/18/1982,Virginia Military,12,William + Mary,24, 
09/18/1982,Washington,23,Arizona,13,-9.0
09/18/1982,Weber State,10,Utah State,31, 
09/18/1982,Wake Forest,0,No Carolina State,30,7.0
09/18/1982,Western Illinois,29,Illinois State,13, 
09/18/1982,West Texas A+M,18,UL-Lafayette,31, 
09/19/1982,Oklahoma State,15,Tulsa,25,-6.0
09/25/1982,Air Force,39,Brigham Young,38,19.0
09/25/1982,Arkansas State,35,Southern Illinois,30, 
09/25/1982,Appalachian State,22,Wake Forest,31, 
09/25/1982,Army,8,North Carolina,62,24.0
09/25/1982,Arizona State,15,California,0,-7.0
09/25/1982,Baylor,24,Texas Tech,23,-6.0
09/25/1982,Boise State,22,Pacific,15, 
09/25/1982,Boston College,31,Navy,0,-6.0
09/25/1982,Central Michigan,6,East Carolina,24, 
09/25/1982,Drake,10,Iowa State,35, 
09/25/1982,Eastern Michigan,0,Miami-Ohio,35, 
09/25/1982,Florida State,24,Southern Miss,17,5.0
09/25/1982,Georgia,34,South Carolina,18,-9.0
09/25/1982,Georgia Tech,24,Memphis,20,-3.0
09/25/1982,Indiana State,17,Ball State,0, 
09/25/1982,Iowa,17,Arizona,14,9.0
09/25/1982,Kansas,13,Kentucky,13,-3.0
09/25/1982,Kent State,14,Western Michigan,24, 
09/25/1982,Lamar,3,Houston,48, 
09/25/1982,Louisiana Tech,27,Texas A+M,38, 
09/25/1982,McNeese State,17,West Texas A+M,25, 
09/25/1982,Michigan State,22,Miami-Florida,25,8.0
09/25/1982,Mississippi,12,Arkansas,14,14.0
09/25/1982,Missouri,0,Texas,21,7.0
09/25/1982,Mississippi State,17,Florida,27,5.0
09/25/1982,No Carolina State,6,Maryland,23,3.0
09/25/1982,Nebraska,24,Penn State,27,-6.0
09/25/1982,Northern Illinois,6,Northwestern,31, 
09/25/1982,New Mexico State,17,Colorado State,28, 
09/25/1982,Oklahoma State,22,Louisville,28, 
09/25/1982,Oregon,21,Washington,37,24.0
09/25/1982,Pittsburgh,20,Illinois,3,-7.0
09/25/1982,Purdue,14,Notre Dame,28,15.0
09/25/1982,Rice,13,Louisiana State,52,17.0
09/25/1982,Richmond,10,West Virginia,43, 
09/25/1982,Rutgers,10,Temple,7,15.0
09/25/1982,Southern Cal,12,Oklahoma,0,2.0
09/25/1982,San Jose State,17,Oregon State,13, 
09/25/1982,Stanford,23,Ohio State,20,6.0
09/25/1982,UL-Lafayette,31,North Texas,14, 
09/25/1982,Syracuse,10,Indiana,17,4.0
09/25/1982,Texas Christian,13,S-M-U,16,22.0
09/25/1982,Tennessee,14,Auburn,24,7.0
09/25/1982,Toledo,27,Wisconsin,36, 
09/25/1982,U.C.L.A.,31,Michigan,27,-2.0
09/25/1982,Nevada-Las Vegas,23,San Diego State,26, 
09/25/1982,UTEP,10,Hawaii,17, 
09/25/1982,Utah State,19,Fullerton State,0, 
09/25/1982,Vanderbilt,21,Alabama,24,29.0
09/25/1982,Virginia,17,Duke,51,13.0
09/25/1982,Washington State,11,Minnesota,41,9.0
09/25/1982,Wayne State,0,Illinois State,25, 
09/25/1982,Western Carolina,10,Clemson,21, 
09/25/1982,Weber State,9,Fresno State,25, 
09/25/1982,Wichita State,7,Kansas State,31, 
09/25/1982,William + Mary,3,Virginia Tech,47, 
09/25/1982,Wyoming,24,Colorado,10,-6.0
09/25/1982,Youngstown State,3,Cincinnati,57, 
10/01/1982,Colorado State,14,Utah,35, 
10/01/1982,Long Beach State,7,Fullerton State,3, 
10/02/1982,Arkansas State,7,Alabama,34, 
10/02/1982,Ball State,14,Northern Illinois,7, 
10/02/1982,Brigham Young,51,UTEP,3,-19.0
10/02/1982,Cincinnati,10,South Carolina,37, 
10/02/1982,Central Michigan,13,Eastern Michigan,8, 
10/02/1982,East Carolina,9,Missouri,28, 
10/02/1982,Florida State,34,Ohio State,17,6.0
10/02/1982,Georgia,29,Mississippi State,22,-4.0
10/02/1982,Georgia Tech,0,North Carolina,41,22.0
10/02/1982,Harvard,13,Army,17,6.0
10/02/1982,Houston,21,Baylor,21,-1.0
10/02/1982,Illinois,42,Minnesota,24,5.0
10/02/1982,Illinois State,17,New Mexico State,26, 
10/02/1982,Indiana,10,Michigan,24,17.0
10/02/1982,Indiana State,29,Drake,19, 
10/02/1982,Kansas State,7,Arizona State,30,15.0
10/02/1982,Kentucky,6,Clemson,24,15.0
10/02/1982,Louisiana State,24,Florida,13,7.0
10/02/1982,Maryland,26,Syracuse,3,-10.0
10/02/1982,Memphis,14,Southern Miss,34,14.0
10/02/1982,Miami-Florida,28,Louisville,6, 
10/02/1982,Miami-Ohio,20,Kent State,0, 
10/02/1982,Navy,27,Duke,21,16.0
10/02/1982,No Carolina State,16,Virginia,13,-7.0
10/02/1982,Notre Dame,11,Michigan State,3,-9.0
10/02/1982,Nebraska,41,Auburn,7,-9.0
10/02/1982,New Mexico,49,Air Force,37,-1.0
10/02/1982,North Texas,10,S-M-U,38, 
10/02/1982,Northwestern,7,Iowa,45,24.0
10/02/1982,Oklahoma,13,Iowa State,3,-7.0
10/02/1982,Oregon,7,Southern Cal,38,26.0
10/02/1982,Oregon State,5,Stanford,45,30.0
10/02/1982,San Diego State,25,Washington,46,28.0
10/02/1982,Southern Illinois,10,UL-Lafayette,20, 
10/02/1982,San Jose State,7,California,26, 
10/02/1982,Texas Christian,0,Arkansas,35,13.0
10/02/1982,Temple,7,Boston College,17, 
10/02/1982,Texas,34,Rice,7,-21.0
10/02/1982,Toledo,14,Ohio,17, 
10/02/1982,Texas Tech,24,Texas A+M,15,13.0
10/02/1982,Tulane,21,Vanderbilt,24,1.0
10/02/1982,Tulsa,20,Kansas,15,5.0
10/02/1982,U.C.L.A.,34,Colorado,6,-21.0
10/02/1982,Nevada-Las Vegas,27,Pacific,29, 
10/02/1982,Utah State,6,Fresno State,31, 
10/02/1982,Washington State,3,Tennessee,10,8.0
10/02/1982,Wake Forest,13,Virginia Tech,10,14.0
10/02/1982,Wichita State,24,West Texas A+M,21, 
10/02/1982,Wisconsin,35,Purdue,31,2.0
10/02/1982,Western Michigan,3,Bowling Green,7, 
10/02/1982,William + Mary,17,Rutgers,27, 
10/02/1982,West Virginia,13,Pittsburgh,16,11.0
10/02/1982,Wyoming,28,Hawaii,10, 
10/09/1982,Arkansas State,20,UL-Lafayette,13, 
10/09/1982,Arizona,24,U.C.L.A.,24,17.0
10/09/1982,Army,3,Rutgers,24,7.0
10/09/1982,Boston College,13,West Virginia,20,4.0
10/09/1982,Bowling Green,12,Miami-Ohio,17, 
10/09/1982,Brigham Young,40,New Mexico,12, 
10/09/1982,California,7,Washington,50,13.0
10/09/1982,Clemson,48,Virginia,0,-13.0
10/09/1982,Dartmouth,16,William + Mary,24, 
10/09/1982,Drake,31,Western Illinois,12, 
10/09/1982,Eastern Michigan,19,Toledo,20, 
10/09/1982,Florida,29,Vanderbilt,31,-9.0
10/09/1982,Georgia Tech,19,Tulane,13,9.0
10/09/1982,Idaho State,3,Utah State,30, 
10/09/1982,Indiana State,0,Maryland,38, 
10/09/1982,Iowa,24,Indiana,20,-3.0
10/09/1982,Kansas,24,Oklahoma State,24,3.0
10/09/1982,Kent State,7,Iowa State,44, 
10/09/1982,Kentucky,3,Auburn,18,13.0
10/09/1982,Long Beach State,14,Cincinnati,34, 
10/09/1982,Michigan State,17,Michigan,31,9.0
10/09/1982,Miami-Florida,14,Notre Dame,16,7.0
10/09/1982,Minnesota,21,Northwestern,31,-31.0
10/09/1982,Mississippi,10,Georgia,33,14.0
10/09/1982,Missouri,7,Kansas State,7,-2.0
10/09/1982,Mississippi State,14,Southern Miss,20,-5.0
10/09/1982,Navy,21,Air Force,24,-2.0
10/09/1982,North Carolina,24,Wake Forest,7,-21.0
10/09/1982,Nebraska,40,Colorado,14,-33.0
10/09/1982,North Texas,17,Texas-Arlington,3, 
10/09/1982,Ohio,34,Ball State,7, 
10/09/1982,Oklahoma,28,Texas,22,3.0
10/09/1982,Oregon State,14,Washington State,14,18.0
10/09/1982,Pacific,30,Fresno State,49, 
10/09/1982,Penn State,21,Alabama,42,3.0
10/09/1982,Purdue,34,Illinois,38,13.0
10/09/1982,Rice,16,Texas Christian,24,11.0
10/09/1982,Richmond,14,East Carolina,35, 
10/09/1982,San Diego State,24,Wyoming,21, 
10/09/1982,Southern Illinois,8,Florida State,59, 
10/09/1982,San Jose State,38,Fullerton State,15, 
10/09/1982,S-M-U,22,Baylor,19,-8.0
10/09/1982,Stanford,17,Arizona State,21,7.0
10/09/1982,Temple,55,Louisville,14, 
10/09/1982,Tennessee,24,Louisiana State,24,14.0
10/09/1982,Texas Tech,3,Arkansas,21,16.0
10/09/1982,Tulsa,31,New Mexico State,14, 
10/09/1982,Texas A+M,20,Houston,24,6.0
10/09/1982,Utah,7,Hawaii,10, 
10/09/1982,UTEP,21,Nevada-Las Vegas,28, 
10/09/1982,Virginia Tech,22,Duke,21,6.0
10/09/1982,Wichita State,48,Illinois State,14, 
10/09/1982,Wisconsin,6,Ohio State,0,8.0
10/09/1982,Western Michigan,18,Central Michigan,18, 
10/16/1982,Alabama,28,Tennessee,35,-14.0
10/16/1982,Arizona,16,Notre Dame,13,12.0
10/16/1982,Army,20,Princeton,14,-5.0
10/16/1982,Ball State,21,Kent State,3, 
10/16/1982,Baylor,23,Texas A+M,28,3.0
10/16/1982,Cincinnati,16,Memphis,7, 
10/16/1982,Colorado,25,Oklahoma State,25,10.0
10/16/1982,Colorado State,21,Air Force,11, 
10/16/1982,Drake,17,Nebraska-Omaha,27, 
10/16/1982,Duke,14,Clemson,49,13.0
10/16/1982,East Carolina,17,Florida State,56, 
10/16/1982,Eastern Illinois,16,Indiana State,12, 
10/16/1982,Fresno State,26,Nevada-Reno,40, 
10/16/1982,Fullerton State,20,Wyoming,16, 
10/16/1982,Furman,28,South Carolina,23, 
10/16/1982,Georgia Tech,0,Auburn,24,13.0
10/16/1982,Hawaii,25,Brigham Young,39, 
10/16/1982,Houston,14,S-M-U,20,7.0
10/16/1982,Iowa State,17,Missouri,17,3.0
10/16/1982,Indiana,40,Minnesota,21,9.0
10/16/1982,Kansas State,13,Nebraska,42,30.0
10/16/1982,Long Beach State,22,San Jose State,21, 
10/16/1982,Louisiana State,34,Kentucky,10,10.0
10/16/1982,Michigan State,23,Wisconsin,24,3.0
10/16/1982,Miami-Ohio,0,Western Michigan,10, 
10/16/1982,Michigan,29,Iowa,7,-7.0
10/16/1982,Mississippi State,14,Miami-Florida,31,6.0
10/16/1982,No Carolina State,9,North Carolina,41,17.0
10/16/1982,Northern Illinois,18,Bowling Green,20, 
10/16/1982,New Mexico,22,San Diego State,17, 
10/16/1982,New Mexico State,26,Wichita State,28, 
10/16/1982,Northwestern,21,Purdue,34,23.0
10/16/1982,Ohio,14,Eastern Michigan,13, 
10/16/1982,Ohio State,26,Illinois,21,6.0
10/16/1982,Oklahoma,38,Kansas,14,-12.0
10/16/1982,Oregon,7,California,10,14.0
10/16/1982,Pacific,12,Utah State,14, 
10/16/1982,Richmond,0,Louisville,35, 
10/16/1982,Rutgers,13,Boston College,14,16.0
10/16/1982,Southern Cal,41,Stanford,21,-6.0
10/16/1982,Southern Illinois,3,Tulsa,22, 
10/16/1982,Southern Miss,22,Tulane,10,-6.0
10/16/1982,UL-Lafayette,29,Texas-Arlington,30, 
10/16/1982,Syracuse,7,Penn State,28,26.0
10/16/1982,Texas Christian,9,Mississippi,27,9.0
10/16/1982,Temple,7,Pittsburgh,38,21.0
10/16/1982,Toledo,12,Central Michigan,16, 
10/16/1982,Texas Tech,23,Rice,21,-6.0
10/16/1982,Nevada-Las Vegas,14,Utah,24, 
10/16/1982,UTEP,6,Arizona State,37, 
10/16/1982,Vanderbilt,13,Georgia,27,19.0
10/16/1982,Washington,34,Oregon State,17,-30.0
10/16/1982,Washington State,17,U.C.L.A.,42,23.0
10/16/1982,Wake Forest,31,Maryland,52,17.0
10/16/1982,William + Mary,3,Navy,39, 
10/16/1982,West Texas A+M,14,Florida,77, 
10/16/1982,West Virginia,16,Virginia Tech,6,-5.0
10/23/1982,Air Force,35,UTEP,7, 
10/23/1982,Appalachian State,0,Virginia Tech,34, 
10/23/1982,Arkansas,38,Houston,3,-4.0
10/23/1982,Auburn,35,Mississippi State,17,-1.0
10/23/1982,Baylor,14,Texas Christian,38,-7.0
10/23/1982,Boston College,32,Army,17,-19.0
10/23/1982,Bowling Green,10,Toledo,24, 
10/23/1982,Cincinnati,3,Alabama,21,22.0
10/23/1982,The Citadel,3,Navy,28, 
10/23/1982,Clemson,38,No Carolina State,29,-13.0
10/23/1982,Central Michigan,31,Kent State,20, 
10/23/1982,Colgate,17,Rutgers,34,6.5
10/23/1982,Colorado State,18,Brigham Young,34, 
10/23/1982,Duke,22,Maryland,49,13.0
10/23/1982,Eastern Michigan,0,Northern Illinois,10, 
10/23/1982,Fresno State,39,San Jose State,27, 
10/23/1982,Georgia,27,Kentucky,14,-21.0
10/23/1982,Iowa State,31,Colorado,14,-7.0
10/23/1982,Illinois,29,Wisconsin,28,-2.0
10/23/1982,Illinois State,0,East Carolina,21, 
10/23/1982,Indiana State,9,Southern Illinois,21, 
10/23/1982,Iowa,21,Minnesota,16,2.0
10/23/1982,Kansas,7,Kansas State,36,5.0
10/23/1982,Lamar,0,UL-Lafayette,24, 
10/23/1982,Long Beach State,17,San Diego State,51, 
10/23/1982,Louisville,0,Southern Miss,48, 
10/23/1982,Memphis,10,Tulane,17,13.0
10/23/1982,Miami-Ohio,0,Ohio,20, 
10/23/1982,Michigan,49,Northwestern,14,-27.0
10/23/1982,Mississippi,10,Vanderbilt,19,-1.0
10/23/1982,Missouri,19,Nebraska,23,24.0
10/23/1982,Notre Dame,13,Oregon,13,-14.0
10/23/1982,Nevada-Reno,17,Fullerton State,7, 
10/23/1982,New Mexico State,14,New Mexico,66, 
10/23/1982,North Texas,22,West Texas A+M,24, 
10/23/1982,Ohio State,49,Indiana,25,-5.0
10/23/1982,Oklahoma State,9,Oklahoma,27,21.0
10/23/1982,Oregon State,0,Southern Cal,38,30.0
10/23/1982,Pacific,7,Arizona,55, 
10/23/1982,Penn State,24,West Virginia,0,-5.0
10/23/1982,Pittsburgh,14,Syracuse,0,-21.0
10/23/1982,Purdue,24,Michigan State,21,5.0
10/23/1982,Rice,7,Texas A+M,49,13.0
10/23/1982,South Carolina,6,Louisiana State,14,16.0
10/23/1982,S-M-U,30,Texas,17,1.0
10/23/1982,Stanford,31,Washington State,26,-11.0
10/23/1982,Texas-Arlington,13,Wichita State,30, 
10/23/1982,Tennessee,21,Georgia Tech,31,-7.0
10/23/1982,Texas Tech,3,Washington,10,20.0
10/23/1982,Tulsa,34,Drake,18, 
10/23/1982,U.C.L.A.,47,California,31,-13.0
10/23/1982,Utah,13,Wyoming,16, 
10/23/1982,Virginia Military,14,Richmond,0, 
10/23/1982,Wake Forest,27,Virginia,34,-3.0
10/23/1982,Western Michigan,6,Ball State,13, 
10/23/1982,William + Mary,18,James Madison,24, 
10/30/1982,Alabama,20,Mississippi State,12,-14.0
10/30/1982,Arizona,34,Washington State,17,-6.0
10/30/1982,Auburn,17,Florida,19,4.0
10/30/1982,Ball State,16,Eastern Michigan,7, 
10/30/1982,Baylor,15,Tulane,30,-6.0
10/30/1982,Bowling Green,41,Kent State,7, 
10/30/1982,Brigham Young,17,Utah State,20, 
10/30/1982,California,28,Oregon State,14,-10.0
10/30/1982,Cincinnati,7,Temple,41, 
10/30/1982,Colgate,15,Syracuse,49,7.0
10/30/1982,Columbia,8,Army,41,17.0
10/30/1982,Drake,31,West Texas A+M,24, 
10/30/1982,Duke,38,Georgia Tech,21,2.0
10/30/1982,East Carolina,3,West Virginia,30,18.0
10/30/1982,Florida State,24,Miami-Florida,7,2.0
10/30/1982,Fullerton State,3,Hawaii,9, 
10/30/1982,Illinois,13,Iowa,14,-2.0
10/30/1982,Illinois State,7,Indiana State,24, 
10/30/1982,Kansas State,9,Iowa State,3,6.0
10/30/1982,Kentucky,3,Virginia Tech,29,8.0
10/30/1982,Long Beach State,22,Fresno State,40, 
10/30/1982,Louisville,14,Pittsburgh,63,31.0
10/30/1982,Michigan State,22,Indiana,14,2.0
10/30/1982,Maryland,31,North Carolina,24,7.0
10/30/1982,Memphis,3,Georgia,34,28.0
10/30/1982,Minnesota,14,Michigan,52,21.0
10/30/1982,Mississippi,8,Louisiana State,45,11.0
10/30/1982,Missouri,20,Oklahoma State,30,-2.0
10/30/1982,Navy,10,Notre Dame,27,14.0
10/30/1982,Nebraska,52,Kansas,0,-30.0
10/30/1982,Northern Illinois,3,Western Michigan,27, 
10/30/1982,New Mexico,20,North Texas,17, 
10/30/1982,Northern Arizona,32,New Mexico State,34, 
10/30/1982,Northwestern,20,Wisconsin,54,21.0
10/30/1982,Ohio,18,Central Michigan,42, 
10/30/1982,Oklahoma,45,Colorado,10,-23.0
10/30/1982,Oregon,12,U.C.L.A.,40,23.0
10/30/1982,Penn State,52,Boston College,17,-8.0
10/30/1982,Purdue,6,Ohio State,38,15.0
10/30/1982,Rice,6,Arkansas,24,30.0
10/30/1982,Rutgers,20,Richmond,14, 
10/30/1982,Southern Cal,10,Arizona State,17,-2.0
10/30/1982,South Carolina,3,No Carolina State,33,4.0
10/30/1982,Southern Illinois,7,Eastern Illinois,20, 
10/30/1982,San Jose State,48,Nevada-Las Vegas,14, 
10/30/1982,UL-Lafayette,0,Southern Miss,36, 
10/30/1982,Texas Christian,27,Houston,31,7.0
10/30/1982,Texas,27,Texas Tech,0,7.0
10/30/1982,Toledo,17,Miami-Ohio,21, 
10/30/1982,Tulsa,30,Wichita State,21, 
10/30/1982,Texas A+M,9,S-M-U,47,10.0
10/30/1982,Utah,17,San Diego State,21, 
10/30/1982,UTEP,13,Colorado State,38, 
10/30/1982,Virginia Military,6,Virginia,37, 
10/30/1982,Washington,31,Stanford,43,-6.0
10/30/1982,William + Mary,21,Delaware,62, 
10/30/1982,Wyoming,34,Air Force,44,1.0
11/06/1982,Air Force,27,Army,9,-6.0
11/06/1982,Arizona,41,Stanford,27,3.0
11/06/1982,Arkansas,17,Baylor,24,-13.0
11/06/1982,Ball State,7,Bowling Green,28, 
11/06/1982,Boston College,34,Massachusetts,21, 
11/06/1982,Brown,23,William + Mary,22,2.0
11/06/1982,California,0,Southern Cal,42,18.0
11/06/1982,Central Michigan,0,Miami-Ohio,23, 
11/06/1982,Colorado,14,Missouri,35,14.0
11/06/1982,East Carolina,40,Texas-Arlington,24, 
11/06/1982,Florida,0,Georgia,44,4.0
11/06/1982,Florida State,56,South Carolina,26,-11.0
11/06/1982,Fullerton State,14,Fresno State,31, 
11/06/1982,Houston,0,Texas,50,8.0
11/06/1982,Iowa State,17,Kansas,24,-11.0
11/06/1982,Indiana,20,Wisconsin,17,7.0
11/06/1982,Indiana State,23,Louisville,35, 
11/06/1982,Iowa,7,Purdue,16,-3.0
11/06/1982,Kent State,7,Eastern Michigan,9, 
11/06/1982,Kansas State,10,Oklahoma,24,16.0
11/06/1982,Louisiana State,20,Alabama,10,7.0
11/06/1982,Memphis,3,Tennessee,29,16.0
11/06/1982,Michigan,16,Illinois,10,-7.0
11/06/1982,Minnesota,10,Ohio State,35,25.0
11/06/1982,Moorhead State (MN),28,Illinois State,31, 
11/06/1982,Navy,20,Syracuse,18,7.0
11/06/1982,North Carolina,13,Clemson,16,1.0
11/06/1982,No Carolina State,0,Penn State,54,21.0
11/06/1982,Notre Dame,31,Pittsburgh,16,10.0
11/06/1982,UL-Monroe,26,UL-Lafayette,40, 
11/06/1982,Northern Illinois,36,Ohio,0, 
11/06/1982,New Mexico,31,UTEP,18, 
11/06/1982,North Texas,19,New Mexico State,30, 
11/06/1982,Northwestern,28,Michigan State,24,22.0
11/06/1982,Oklahoma State,10,Nebraska,48,29.0
11/06/1982,Oregon State,16,Arizona State,30, 
11/06/1982,Pacific,31,Long Beach State,32, 
11/06/1982,Rutgers,7,Auburn,30,14.5
11/06/1982,Santa Clara,0,San Jose State,40, 
11/06/1982,San Diego State,31,Hawaii,28, 
11/06/1982,S-M-U,41,Rice,14,-24.0
11/06/1982,Texas Tech,16,Texas Christian,14,3.0
11/06/1982,Tulane,14,Mississippi,45,7.0
11/06/1982,U.C.L.A.,7,Washington,10,-2.0
