Date,Visitor,Visitor Score,Home Team,Home Score,Line,Bowl Name
12/15/1984,Air Force,23,Virginia Tech,7,3.0,Independence Bowl
12/15/1984,Nevada-Las Vegas,30,Toledo,13, ,California Bowl
12/21/1984,Brigham Young,24,Michigan,17,-6.5,Holiday Bowl
12/22/1984,Army,10,Michigan State,6,4.0,Cherry Bowl
12/22/1984,Florida State,17,Georgia,17,-4.0,Citrus Bowl
12/22/1984,Maryland,28,Tennessee,27,-7.0,Sun Bowl
12/26/1984,Iowa,55,Texas,17,-1.5,Freedom Bowl
12/27/1984,Arkansas,15,Auburn,21,3.5,Liberty Bowl
12/28/1984,Oklahoma State,21,South Carolina,14,-1.0,Gator Bowl
12/29/1984,Kentucky,20,Wisconsin,19,3.0,Hall of Fame Bowl
12/29/1984,Notre Dame,20,S-M-U,27,-1.0,Aloha Bowl
12/31/1984,Purdue,24,Virginia,27,2.5,Peach Bowl
12/31/1984,Texas Christian,14,West Virginia,31,-2.0,Bluebonnet Bowl
01/01/1985,Boston College,45,Houston,28,-7.0,Cotton Bowl
01/01/1985,Louisiana State,10,Nebraska,28,7.5,Sugar Bowl
01/01/1985,Miami-Florida,37,U.C.L.A.,39,-6.0,Fiesta Bowl
01/01/1985,Ohio State,17,Southern Cal,20,-3.5,Rose Bowl
01/01/1985,Oklahoma,17,Washington,28,-5.0,Orange Bowl
