Date,Visitor,Visitor Score,Home Team,Home Score,Line
09/11/1999,Nevada-Las Vegas,27,Baylor,24,13.0
09/11/1999,William + Mary,9,No Carolina State,38, 
09/11/1999,Temple,0,Kansas State,40,34.0
09/11/1999,Indiana State,0,Oklahoma,49, 
09/11/1999,Northridge State,14,Kansas,71, 
09/11/1999,Central Michigan,7,Syracuse,47,30.5
09/11/1999,Georgia Tech,35,Florida State,41,18.0
09/11/1999,UL-Monroe,0,Minnesota,35,25.0
09/11/1999,North Texas,0,Louisiana State,52,34.0
09/11/1999,Texas,38,Rutgers,21,-21.0
09/11/1999,Texas Tech,38,UL-Lafayette,17,-23.0
09/11/1999,U.C.L.A.,20,Ohio State,42,10.0
09/11/1999,Memphis,10,Mississippi State,13,14.0
09/11/1999,Stephen F Austin,17,Utah State,51, 
09/11/1999,Middle Tennessee,19,Arizona,34,42.5
09/11/1999,New Mexico State,35,New Mexico,28,6.5
09/11/1999,Southern Utah,27,Boise State,35, 
09/11/1999,Washington State,17,Stanford,54,6.5
09/11/1999,Eastern Illinois,27,Hawaii,31, 
09/16/1999,Colorado State,13,Brigham Young,34,7.5
09/18/1999,Boston College,14,Navy,10,-7.0
09/18/1999,Central Michigan,16,Purdue,58,37.0
09/18/1999,Northwestern,15,Duke,12,8.5
09/18/1999,West Virginia,0,Maryland,33,-6.5
09/18/1999,Kentucky,44,Indiana,35,7.5
09/18/1999,Baylor,10,Oklahoma,41,12.0
09/18/1999,Vanderbilt,37,Mississippi,34,16.5
09/18/1999,Rice,13,Texas,18,26.0
09/18/1999,Toledo,23,Ball State,10,-6.5
09/18/1999,Eastern Michigan,14,Miami-Ohio,35,24.0
09/18/1999,Southern Miss,13,Nebraska,20,27.0
09/18/1999,UTEP,7,Kansas State,40,33.0
09/18/1999,Illinois State,7,Minnesota,55, 
09/18/1999,Michigan State,23,Notre Dame,13,6.5
09/18/1999,Temple,15,Akron,25,-1.0
09/18/1999,Air Force,31,Washington,21,4.0
09/18/1999,Kansas,17,Colorado,51,16.5
09/18/1999,Kent State,23,Pittsburgh,30,32.0
09/18/1999,No Carolina State,11,Florida State,42,28.0
09/18/1999,Ohio,16,Ohio State,40,43.0
09/18/1999,Penn State,27,Miami-Florida,23,-3.0
09/18/1999,San Diego State,21,Southern Cal,24,22.5
09/18/1999,Nevada-Reno,10,Oregon,72,16.0
09/18/1999,Washington State,17,Idaho,28,3.0
09/18/1999,Auburn,41,Louisiana State,7,9.0
09/18/1999,Louisiana Tech,29,Alabama,28,13.0
09/18/1999,Wofford,42,Middle Tennessee,52, 
09/18/1999,Army,28,Tulane,48,13.0
09/18/1999,Northern Illinois,0,Iowa,24,14.5
09/18/1999,Bowling Green,16,Marshall,35,22.0
09/18/1999,Buffalo,0,Connecticut,23, 
09/18/1999,U-C-F,10,Georgia Tech,41,30.0
09/18/1999,East Carolina,21,South Carolina,3,0.0
09/18/1999,Illinois,41,Louisville,36,12.0
09/18/1999,UL-Monroe,6,Arkansas,44,36.0
09/18/1999,North Texas,21,Texas Tech,14,31.0
09/18/1999,Oklahoma State,11,Mississippi State,29,3.0
09/18/1999,Wake Forest,7,Virginia,35,11.0
09/18/1999,Wisconsin,12,Cincinnati,17,-26.0
09/18/1999,Georgia Southern,41,Oregon State,48, 
09/18/1999,Western Michigan,34,Missouri,48,13.5
09/18/1999,Arkansas State,26,Memphis,31,17.5
09/18/1999,Michigan,18,Syracuse,13,-5.0
09/18/1999,UL-Lafayette,0,Houston,45,19.5
09/18/1999,Tennessee,21,Florida,23,2.5
09/18/1999,Utah State,18,Utah,38,18.0
09/18/1999,Northern Arizona,14,New Mexico,45, 
09/18/1999,Tulsa,13,Texas A+M,62,31.0
09/18/1999,New Mexico State,35,Arizona State,7,26.0
09/18/1999,Stanford,50,Arizona,22,14.0
09/18/1999,St Mary's,3,San Jose State,38, 
09/18/1999,Fresno State,21,U.C.L.A.,35,21.0
09/18/1999,Iowa State,24,Nevada-Las Vegas,0,-2.0
09/18/1999,Boise State,19,Hawaii,34,-5.5
09/23/1999,Clemson,11,Virginia Tech,31,12.5
09/25/1999,Boston College,27,Rutgers,7,-7.0
09/25/1999,No Carolina State,7,Wake Forest,31,-6.5
09/25/1999,West Virginia,7,Syracuse,30,12.5
09/25/1999,Indiana,24,Penn State,45,26.0
09/25/1999,Ball State,21,Army,41,9.5
09/25/1999,U-C-F,23,Georgia,24,27.5
09/25/1999,Michigan State,27,Illinois,10,-7.0
09/25/1999,Miami-Ohio,24,Central Michigan,16,-19.0
09/25/1999,Wyoming,10,Air Force,7,9.0
09/25/1999,Cincinnati,20,Ohio State,34,32.0
09/25/1999,Nebraska,40,Missouri,10,-17.0
09/25/1999,Kansas State,35,Iowa State,28,-15.5
09/25/1999,Michigan,21,Wisconsin,16,-3.0
09/25/1999,Mississippi,24,Auburn,17,3.0
09/25/1999,Northwestern,23,Purdue,31,27.5
09/25/1999,Hawaii,20,S-M-U,0,14.0
09/25/1999,Arkansas,28,Alabama,35,-3.0
09/25/1999,Colorado,24,Washington,31,-4.0
09/25/1999,Florida,38,Kentucky,10,-20.0
09/25/1999,Florida State,42,North Carolina,10,-20.0
09/25/1999,Oklahoma,42,Louisville,21,1.0
09/25/1999,U.C.L.A.,32,Stanford,42,-1.0
09/25/1999,Arizona,30,Washington State,24,-13.0
09/25/1999,Memphis,16,Tennessee,17,30.0
09/25/1999,Fresno State,49,Nevada-Reno,24,1.5
09/25/1999,Arizona State,23,California,24,-1.5
09/25/1999,Akron,17,Eastern Michigan,38,0.0
09/25/1999,Bowling Green,27,Kent State,41,-16.0
09/25/1999,Miami-Florida,23,East Carolina,27,-11.0
09/25/1999,Buffalo,6,Ohio,45,22.0
09/25/1999,Houston,10,U-A-B,29,-7.0
09/25/1999,Massachusetts,3,Toledo,24, 
09/25/1999,South Carolina,0,Mississippi State,17,13.0
09/25/1999,San Diego State,41,Kansas,13,1.5
09/25/1999,Texas Christian,24,Arkansas State,21,-16.0
09/25/1999,Temple,0,Marshall,34,28.0
09/25/1999,Texas,62,Baylor,0,-16.0
09/25/1999,Vanderbilt,31,Duke,14,3.5
09/25/1999,Western Michigan,24,Northern Illinois,21,-8.5
09/25/1999,Middle Tennessee,31,UL-Lafayette,45,2.5
09/25/1999,Navy,17,Rice,20,7.0
09/25/1999,Northwestern St(LA),7,UL-Monroe,38, 
09/25/1999,Southern Miss,6,Texas A+M,23,11.0
09/25/1999,Tulsa,10,San Jose State,34,4.0
09/25/1999,Virginia,45,Brigham Young,40,6.5
09/25/1999,New Mexico,9,Boise State,20,-3.0
09/25/1999,New Mexico State,23,UTEP,54,-3.0
09/25/1999,Utah,52,Nevada-Las Vegas,14,-14.5
09/25/1999,Southern Cal,30,Oregon,33,0.0
09/30/1999,Maryland,31,Georgia Tech,49,20.0
10/01/1999,Brigham Young,34,Utah State,31,-18.5
10/02/1999,Florida State,51,Duke,23,-40.0
10/02/1999,Navy,31,West Virginia,28,10.0
10/02/1999,Northeastern,22,Boston College,33, 
10/02/1999,Rice,20,Tulsa,10,-4.5
10/02/1999,Rutgers,10,Wake Forest,17,17.0
10/02/1999,Iowa,3,Michigan State,49,21.5
10/02/1999,Purdue,12,Michigan,38,7.0
10/02/1999,Minnesota,33,Northwestern,14,-6.5
10/02/1999,North Carolina,20,Clemson,31,5.0
10/02/1999,Oklahoma State,14,Nebraska,38,27.5
10/02/1999,Wisconsin,42,Ohio State,17,7.0
10/02/1999,East Carolina,33,Army,14,-12.5
10/02/1999,Tulane,17,Syracuse,47,14.5
10/02/1999,Arkansas,20,Kentucky,31,-9.5
10/02/1999,Akron,31,Ball State,9,0.0
10/02/1999,Illinois,31,Indiana,34,2.5
10/02/1999,Kansas State,35,Texas,17,5.5
10/02/1999,Marshall,32,Miami-Ohio,14,-3.5
10/02/1999,Mississippi State,42,Vanderbilt,14,-5.5
10/02/1999,S-M-U,9,Kansas,27,8.0
10/02/1999,Oklahoma,30,Notre Dame,34,6.0
10/02/1999,Idaho,13,Wyoming,28,10.0
10/02/1999,New Mexico State,7,Colorado State,46,15.0
10/02/1999,Virginia Tech,31,Virginia,7,-5.0
10/02/1999,Alabama,40,Florida,39,17.0
10/02/1999,Auburn,0,Tennessee,24,20.0
10/02/1999,Louisiana State,22,Georgia,23,9.0
10/02/1999,Missouri,27,Memphis,17,-2.5
10/02/1999,Temple,24,Pittsburgh,55,19.0
10/02/1999,California,7,Washington State,31,-4.0
10/02/1999,Oregon State,29,Southern Cal,37,14.0
10/02/1999,Nevada-Las Vegas,12,Nevada-Reno,26,11.0
10/02/1999,San Jose State,44,Stanford,39,18.5
10/02/1999,Central Michigan,16,Western Michigan,38,14.5
10/02/1999,Eastern Illinois,21,U-C-F,31, 
10/02/1999,Eastern Michigan,10,Louisville,45,23.0
10/02/1999,Kent State,3,Ohio,31,15.0
10/02/1999,Mississippi,36,South Carolina,10,-6.5
10/02/1999,UL-Monroe,0,U-A-B,47,13.5
10/02/1999,Northern Illinois,45,Buffalo,21,-15.5
10/02/1999,North Texas,10,Baylor,23,13.0
10/02/1999,Sam Houston State,20,Arkansas State,45, 
10/02/1999,Toledo,23,Bowling Green,34,-2.0
10/02/1999,Troy,48,Middle Tennessee,31, 
10/02/1999,Texas A+M,19,Texas Tech,21,-16.5
10/02/1999,Louisiana Tech,41,UL-Lafayette,31,-18.0
10/02/1999,Utah,20,Boise State,26,-18.0
10/02/1999,Air Force,23,San Diego State,22,-2.0
10/02/1999,Texas Christian,19,Fresno State,26,4.0
10/02/1999,U.C.L.A.,27,Arizona State,28,1.0
10/02/1999,Oregon,20,Washington,34,2.5
10/02/1999,UTEP,3,Hawaii,33,-4.0
10/07/1999,Louisville,52,Army,59,-14.0
10/07/1999,Syracuse,24,Pittsburgh,17,-9.5
10/09/1999,Air Force,19,Navy,14,-10.5
10/09/1999,Clemson,31,No Carolina State,35,-1.0
10/09/1999,Duke,24,Virginia,17,17.0
10/09/1999,Miami-Florida,21,Florida State,31,17.0
10/09/1999,Michigan,31,Michigan State,34,-2.5
10/09/1999,Iowa State,14,Nebraska,49,30.0
10/09/1999,North Carolina,24,Georgia Tech,31,17.0
10/09/1999,Purdue,22,Ohio State,25,2.0
10/09/1999,Boston College,14,Temple,24,-14.0
10/09/1999,Kentucky,30,South Carolina,10,-8.0
10/09/1999,Maryland,17,Wake Forest,14,0.0
10/09/1999,Miami-Ohio,45,Bowling Green,31,-8.0
10/09/1999,Central Michigan,38,Buffalo,19,-16.0
10/09/1999,Baylor,13,Texas A+M,45,30.0
10/09/1999,The Citadel,0,Vanderbilt,58, 
10/09/1999,Mississippi State,18,Auburn,16,-3.0
10/09/1999,Northwestern,17,Indiana,34,8.0
10/09/1999,Texas Tech,21,Oklahoma State,41,3.0
10/09/1999,Tulane,13,Mississippi,20,12.5
10/09/1999,Penn State,31,Iowa,7,-28.0
10/09/1999,Kansas,9,Kansas State,50,28.5
10/09/1999,Arizona State,17,Notre Dame,48,12.0
10/09/1999,Missouri,39,Colorado,46,11.5
10/09/1999,Southern Miss,39,East Carolina,22,-1.0
10/09/1999,Wisconsin,20,Minnesota,17,-2.5
10/09/1999,Ohio,28,Akron,41,1.0
10/09/1999,Texas,38,Oklahoma,28,-4.5
10/09/1999,Nevada-Las Vegas,35,Wyoming,32,25.0
10/09/1999,Ball State,17,Northern Illinois,37,9.0
10/09/1999,San Jose State,0,Texas Christian,42,6.0
10/09/1999,Cincinnati,20,Houston,23,6.5
10/09/1999,Oregon,29,U.C.L.A.,34,3.5
10/09/1999,Georgia,20,Tennessee,37,11.0
10/09/1999,UL-Lafayette,0,Washington State,44,20.5
10/09/1999,Florida,31,Louisiana State,10,-14.0
10/09/1999,Arkansas State,14,Utah State,20,11.5
10/09/1999,Eastern Washington,7,Boise State,41, 
10/09/1999,Virginia Tech,58,Rutgers,20,-30.0
10/09/1999,Western Michigan,40,Eastern Michigan,37,-8.5
10/09/1999,Washington,47,Oregon State,21,-2.5
10/09/1999,California,28,Brigham Young,38,13.5
10/09/1999,Kent State,7,Toledo,47,17.5
10/09/1999,Memphis,38,U-A-B,14,2.0
10/09/1999,Middle Tennessee,6,Arkansas,58,36.5
10/09/1999,UL-Monroe,0,Utah,42,28.0
10/09/1999,Nevada-Reno,23,New Mexico State,16,4.0
10/09/1999,New Mexico,24,San Diego State,21,16.5
10/09/1999,North Texas,10,Idaho,28,20.0
10/09/1999,S-M-U,28,UTEP,42,9.5
10/09/1999,Colorado State,13,Fresno State,44,-3.5
10/09/1999,Southern Cal,24,Arizona,31,1.0
10/09/1999,Rice,38,Hawaii,19,1.0
10/14/1999,Fresno State,14,S-M-U,24,-14.0
10/14/1999,Toledo,13,Marshall,38,22.5
10/16/1999,Iowa State,24,Missouri,21,8.0
10/16/1999,Ohio State,10,Penn State,23,11.5
10/16/1999,Pittsburgh,16,Boston College,20,-3.5
10/16/1999,San Jose State,7,Rice,49,9.0
10/16/1999,Virginia,47,No Carolina State,26,0.0
10/16/1999,Indiana,0,Wisconsin,59,14.5
10/16/1999,Minnesota,37,Illinois,7,-2.5
10/16/1999,Georgia Tech,38,Duke,31,-16.5
10/16/1999,Iowa,21,Northwestern,23,4.5
10/16/1999,Clemson,42,Maryland,30,0.0
10/16/1999,Northern Illinois,31,Central Michigan,27,1.0
10/16/1999,Rutgers,16,West Virginia,62,20.0
10/16/1999,Utah,21,Air Force,15,5.0
10/16/1999,Bowling Green,25,Akron,55,3.5
10/16/1999,Houston,20,North Carolina,12,7.0
10/16/1999,Georgia,27,Vanderbilt,17,-7.5
10/16/1999,Kansas,17,Texas A+M,34,31.0
10/16/1999,Miami-Ohio,17,Kent State,10,-24.5
10/16/1999,Utah State,0,Kansas State,40,30.0
10/16/1999,Southern Cal,24,Notre Dame,25,7.5
10/16/1999,Army,0,Southern Miss,24,24.0
10/16/1999,San Diego State,17,Colorado State,10,6.5
10/16/1999,Alabama,30,Mississippi,24,-3.0
10/16/1999,California,17,U.C.L.A.,0,13.0
10/16/1999,Florida,32,Auburn,14,-17.0
10/16/1999,Michigan State,28,Purdue,52,-2.0
10/16/1999,UL-Lafayette,32,Tulane,48,27.0
10/16/1999,U-A-B,24,Cincinnati,21,6.0
10/16/1999,Boise State,10,North Texas,17,-7.0
10/16/1999,Middle Tennessee,18,Louisiana Tech,42,29.5
10/16/1999,Idaho,30,Arkansas State,24,-8.0
10/16/1999,Oregon State,17,Stanford,21,8.0
10/16/1999,Buffalo,17,Western Michigan,45,33.0
10/16/1999,Nicholls State,0,U-C-F,28, 
10/16/1999,Ohio,26,Eastern Michigan,27,1.0
10/16/1999,Arizona State,28,Washington,7,9.5
10/16/1999,Colorado,10,Texas Tech,31,-6.0
10/16/1999,Louisiana State,5,Kentucky,31,4.0
10/16/1999,South Carolina,14,Arkansas,48,23.0
10/16/1999,Wake Forest,10,Florida State,33,32.5
10/16/1999,Tulsa,17,Texas Christian,56,17.0
10/16/1999,Louisville,32,Memphis,31,-2.5
10/16/1999,Syracuse,0,Virginia Tech,62,12.0
10/16/1999,Wyoming,38,UL-Monroe,20,-23.5
10/16/1999,Brigham Young,31,New Mexico,7,-16.5
10/16/1999,UTEP,21,Arizona,34,23.0
10/23/1999,Akron,35,Navy,29,10.0
10/23/1999,Marshall,59,Buffalo,3,-44.5
10/23/1999,Miami-Florida,31,Boston College,28,-18.0
10/23/1999,No Carolina State,31,Duke,24,1.0
10/23/1999,Pittsburgh,38,Rutgers,15,-15.0
10/23/1999,U-A-B,3,Wake Forest,47,6.0
10/23/1999,Nebraska,20,Texas,24,-9.0
10/23/1999,Ball State,0,Western Michigan,28,19.5
10/23/1999,Bowling Green,14,Ohio,17,6.0
10/23/1999,Eastern Michigan,20,Toledo,13,10.5
10/23/1999,Kentucky,34,Georgia,49,4.0
10/23/1999,North Carolina,7,Maryland,45,7.0
10/23/1999,New Mexico State,18,Army,35,6.5
10/23/1999,Temple,17,West Virginia,20,17.0
10/23/1999,Kent State,7,Northern Illinois,50,14.0
10/23/1999,Colorado,16,Iowa State,12,1.5
10/23/1999,Houston,33,Louisville,39,5.0
10/23/1999,Kansas State,44,Oklahoma State,21,-7.5
10/23/1999,Indiana,38,Iowa,31,-2.5
10/23/1999,Louisiana State,16,Mississippi State,17,14.0
10/23/1999,Cincinnati,20,Southern Miss,28,17.5
10/23/1999,San Diego State,16,Utah,38,6.5
10/23/1999,Texas Christian,21,Rice,42,-1.0
10/23/1999,Texas A+M,6,Oklahoma,51,-4.0
10/23/1999,Colorado State,24,Wyoming,13,2.0
10/23/1999,Illinois,35,Michigan,29,24.5
10/23/1999,Michigan State,10,Wisconsin,40,2.0
10/23/1999,Ohio State,20,Minnesota,17,2.5
10/23/1999,Penn State,31,Purdue,25,-3.5
10/23/1999,Tennessee,21,Alabama,7,-3.0
10/23/1999,Arkansas State,14,North Texas,10,0.0
10/23/1999,Hawaii,35,Tulsa,21,-3.0
10/23/1999,Tulane,7,East Carolina,52,10.0
10/23/1999,U.C.L.A.,7,Oregon State,55,-1.5
10/23/1999,Utah State,3,Idaho,31,7.0
10/23/1999,Stanford,35,Southern Cal,31,7.5
10/23/1999,UL-Monroe,31,UL-Lafayette,7,3.0
10/23/1999,UTEP,23,Fresno State,24,11.0
10/23/1999,Nevada-Reno,17,Boise State,52,-2.5
10/23/1999,Louisiana Tech,48,U-C-F,35,-6.0
10/23/1999,Brigham Young,29,Nevada-Las Vegas,0,-17.0
10/23/1999,Florida State,17,Clemson,14,-16.0
10/23/1999,Missouri,0,Kansas,21,-8.0
10/23/1999,Texas Tech,35,Baylor,7,-9.0
10/23/1999,Vanderbilt,11,South Carolina,10,-5.0
10/23/1999,Washington State,21,Arizona State,33,8.0
10/23/1999,Oregon,44,Arizona,41,3.0
10/23/1999,Washington,31,California,27,-3.0
10/28/1999,Utah,24,Colorado State,31,1.5
10/30/1999,Boston College,24,Syracuse,23,19.0
10/30/1999,Clemson,12,Wake Forest,3,-4.0
10/30/1999,Central Michigan,7,Bowling Green,31,5.5
10/30/1999,No Carolina State,21,Georgia Tech,48,18.0
10/30/1999,South Carolina,7,Tennessee,30,33.0
10/30/1999,West Virginia,20,Miami-Florida,28,17.0
10/30/1999,Nebraska,24,Kansas,17,-31.0
10/30/1999,Purdue,33,Minnesota,28,-2.5
10/30/1999,Texas Tech,7,Missouri,34,1.0
10/30/1999,Duke,25,Maryland,22,9.0
10/30/1999,Georgia,14,Florida,30,14.0
10/30/1999,Louisiana Tech,34,Toledo,17,-6.0
10/30/1999,Penn State,27,Illinois,7,-16.5
10/30/1999,Rutgers,28,Temple,56,10.0
10/30/1999,Oklahoma,24,Colorado,38,-3.5
10/30/1999,Furman,28,North Carolina,3, 
10/30/1999,Western Michigan,24,Akron,10,0.0
10/30/1999,Air Force,20,Brigham Young,27,7.5
10/30/1999,Buffalo,20,Kent State,41,14.5
10/30/1999,Cincinnati,52,Miami-Ohio,42,4.0
10/30/1999,Michigan,34,Indiana,31,-17.0
10/30/1999,Middle Tennessee,0,UL-Monroe,10,6.0
10/30/1999,Ohio,37,Ball State,25,-7.5
10/30/1999,Oklahoma State,3,Texas A+M,21,11.0
10/30/1999,Texas,44,Iowa State,41,-10.5
10/30/1999,U-A-B,14,Louisville,23,12.0
10/30/1999,Baylor,7,Kansas State,48,37.5
10/30/1999,Navy,24,Notre Dame,28,27.0
10/30/1999,Fresno State,28,Tulsa,14,-15.0
10/30/1999,Rice,2,S-M-U,27,-10.5
10/30/1999,Southern Miss,14,Alabama,35,1.5
10/30/1999,Boise State,33,Utah State,27,3.0
10/30/1999,Arizona,33,U.C.L.A.,7,-3.5
10/30/1999,East Carolina,19,Houston,3,-4.5
10/30/1999,Iowa,11,Ohio State,41,22.0
10/30/1999,Southern Cal,7,California,17,-5.5
10/30/1999,Stanford,30,Washington,35,3.0
10/30/1999,Virginia Tech,30,Pittsburgh,17,-22.0
10/30/1999,Wisconsin,35,Northwestern,19,-21.5
10/30/1999,Eastern Michigan,6,U-C-F,31,7.5
10/30/1999,Northern Illinois,9,Marshall,41,26.0
10/30/1999,Oregon State,27,Washington State,13,-4.0
10/30/1999,North Texas,28,Nevada-Reno,41,11.0
10/30/1999,UL-Lafayette,27,Arkansas State,31,11.5
10/30/1999,Memphis,49,Tulane,7,1.0
10/30/1999,Arizona State,17,Oregon,20,7.0
10/30/1999,Auburn,10,Arkansas,34,7.5
10/30/1999,Florida State,35,Virginia,10,-13.5
10/30/1999,Idaho,14,New Mexico State,42,-5.5
10/30/1999,Mississippi,42,Louisiana State,23,-4.5
10/30/1999,Nevada-Las Vegas,6,New Mexico,27,8.5
10/30/1999,San Jose State,26,UTEP,42,6.5
10/30/1999,Texas Christian,34,Hawaii,14,-5.0
11/04/1999,Kentucky,22,Mississippi State,23,7.0
11/06/1999,Duke,7,Clemson,58,12.5
11/06/1999,Georgia Tech,38,Virginia,45,-6.5
11/06/1999,Maryland,17,No Carolina State,30,-1.5
11/06/1999,Toledo,32,Central Michigan,13,-6.5
11/06/1999,Wake Forest,19,North Carolina,3,-8.5
11/06/1999,Baylor,10,Kansas,45,14.0
11/06/1999,Minnesota,24,Penn State,23,14.0
11/06/1999,Akron,23,Miami-Ohio,32,9.0
11/06/1999,Vanderbilt,6,Florida,13,29.0
11/06/1999,Hofstra,20,Buffalo,13, 
11/06/1999,Texas A+M,0,Nebraska,37,13.5
11/06/1999,Arkansas,16,Mississippi,38,-1.0
11/06/1999,U-C-F,10,Auburn,28,10.5
11/06/1999,East Carolina,17,U-A-B,36,-12.0
11/06/1999,Iowa State,16,Texas Tech,28,2.5
11/06/1999,Marshall,28,Kent State,16,-34.0
11/06/1999,Southern Miss,20,Memphis,5,-6.5
11/06/1999,Texas,34,Oklahoma State,21,-8.0
11/06/1999,Illinois,40,Iowa,24,-6.5
11/06/1999,Colorado,14,Kansas State,20,16.0
11/06/1999,Army,0,Air Force,28,15.0
11/06/1999,Louisville,23,Cincinnati,13,-1.0
11/06/1999,Missouri,0,Oklahoma,37,11.5
11/06/1999,Wyoming,43,Utah,29,8.5
11/06/1999,Arkansas State,10,Boise State,63,9.5
11/06/1999,Colorado State,36,New Mexico,22,-7.0
